school_name,candidates
양지초등학교,"양지초등학교(광주광역시교육청), 양지초등학교(울산광역시교육청), 양지초등학교(세종특별자치시교육청)"
경안중학교,"경안중학교(경기도교육청), 경안중학교(경상북도교육청)"
송양초등학교,"송양초등학교(경기도교육청), 송양초등학교(강원특별자치도교육청)"
옥동초등학교,"옥동초등학교(울산광역시교육청), 옥동초등학교(강원특별자치도교육청), 옥동초등학교(충청북도교육청)"
이서초등학교,"이서초등학교(전북특별자치도교육청), 이서초등학교(경상북도교육청)"
수남초등학교,"수남초등학교(경기도교육청), 수남초등학교(전북특별자치도교육청), 수남초등학교(경상남도교육청)"
군서초등학교,"군서초등학교(경기도교육청), 군서초등학교(충청북도교육청), 군서초등학교(전라남도교육청)"
비전고등학교,"비전고등학교(경기도교육청), 비전고등학교(충청남도교육청)"
연서초등학교,"연서초등학교(부산광역시교육청), 연서초등학교(세종특별자치시교육청), 연서초등학교(경기도교육청)"
화원고등학교,"화원고등학교(대구광역시교육청), 화원고등학교(전라남도교육청)"
우신고등학교,"우신고등학교(서울특별시교육청), 우신고등학교(울산광역시교육청)"
영동중학교,"영동중학교(서울특별시교육청), 영동중학교(경기도교육청), 영동중학교(충청북도교육청), 영동중학교(경상북도교육청)"
동원중학교,"동원중학교(서울특별시교육청), 동원중학교(대구광역시교육청), 동원중학교(경상남도교육청)"
월계중학교,"월계중학교(서울특별시교육청), 월계중학교(광주광역시교육청)"
수성초등학교,"수성초등학교(부산광역시교육청), 수성초등학교(경기도교육청), 수성초등학교(충청북도교육청)"
장전초등학교,"장전초등학교(부산광역시교육청), 장전초등학교(제주특별자치도교육청)"
백양초등학교,"백양초등학교(부산광역시교육청), 백양초등학교(울산광역시교육청), 백양초등학교(경기도교육청), 백양초등학교(전라남도교육청)"
다송초등학교,"다송초등학교(부산광역시교육청), 다송초등학교(전북특별자치도교육청)"
응봉초등학교,"응봉초등학교(부산광역시교육청), 응봉초등학교(충청남도교육청)"
신곡중학교,"신곡중학교(부산광역시교육청), 신곡중학교(경기도교육청)"
남천초등학교,"남천초등학교(부산광역시교육청), 남천초등학교(충청북도교육청), 남천초등학교(경상북도교육청)"
수영초등학교,"수영초등학교(부산광역시교육청), 수영초등학교(경기도교육청)"
충렬초등학교,"충렬초등학교(부산광역시교육청), 충렬초등학교(경상남도교육청)"
신정초등학교,"신정초등학교(부산광역시교육청), 신정초등학교(울산광역시교육청)"
영천중학교,"영천중학교(광주광역시교육청), 영천중학교(경상북도교육청), 영천중학교(경상남도교육청)"
한울초등학교,"한울초등학교(광주광역시교육청), 한울초등학교(경기도교육청), 한울초등학교(충청남도교육청)"
와동초등학교,"와동초등학교(대전광역시교육청), 와동초등학교(경기도교육청)"
영동초등학교,"영동초등학교(경기도교육청), 영동초등학교(강원특별자치도교육청), 영동초등학교(충청북도교육청)"
도촌초등학교,"도촌초등학교(경기도교육청), 도촌초등학교(강원특별자치도교육청), 도촌초등학교(경상북도교육청)"
영광중학교,"영광중학교(전라남도교육청), 영광중학교(경상북도교육청)"
진영고등학교,"진영고등학교(경기도교육청), 진영고등학교(경상남도교육청)"
남강초등학교,"남강초등학교(강원특별자치도교육청), 남강초등학교(경상남도교육청)"
신양초등학교,"신양초등학교(경기도교육청), 신양초등학교(충청남도교육청), 신양초등학교(경상남도교육청)"
효천초등학교,"효천초등학교(광주광역시교육청), 효천초등학교(경기도교육청)"
삼성여자고등학교,"삼성여자고등학교(부산광역시교육청), 삼성여자고등학교(제주특별자치도교육청)"
대천초등학교,"대천초등학교(부산광역시교육청), 대천초등학교(충청남도교육청)"
용당초등학교,"용당초등학교(부산광역시교육청), 용당초등학교(전라남도교육청)"
내산초등학교,"내산초등학교(부산광역시교육청), 내산초등학교(충청남도교육청)"
대신초등학교,"대신초등학교(부산광역시교육청), 대신초등학교(경기도교육청)"
아미초등학교,"아미초등학교(부산광역시교육청), 아미초등학교(경기도교육청)"
중리초등학교,"중리초등학교(부산광역시교육청), 중리초등학교(경상남도교육청)"
호계초등학교,"호계초등학교(울산광역시교육청), 호계초등학교(경기도교육청), 호계초등학교(충청남도교육청), 호계초등학교(경상북도교육청), 호계초등학교(경상남도교육청)"
상도중학교,"상도중학교(서울특별시교육청), 상도중학교(경기도교육청), 상도중학교(경상북도교육청)"
창북중학교,"창북중학교(서울특별시교육청), 창북중학교(경상남도교육청)"
연천중학교,"연천중학교(서울특별시교육청), 연천중학교(부산광역시교육청), 연천중학교(경기도교육청)"
월곡중학교,"월곡중학교(서울특별시교육청), 월곡중학교(광주광역시교육청)"
용호중학교,"용호중학교(부산광역시교육청), 용호중학교(경기도교육청)"
신천초등학교,"신천초등학교(부산광역시교육청), 신천초등학교(울산광역시교육청), 신천초등학교(경기도교육청), 신천초등학교(강원특별자치도교육청), 신천초등학교(경상남도교육청)"
신남초등학교,"신남초등학교(부산광역시교육청), 신남초등학교(경기도교육청), 신남초등학교(강원특별자치도교육청)"
동명고등학교,"동명고등학교(광주광역시교육청), 동명고등학교(경상북도교육청)"
금당중학교,"금당중학교(광주광역시교육청), 금당중학교(전라남도교육청)"
운천초등학교,"운천초등학교(광주광역시교육청), 운천초등학교(경기도교육청), 운천초등학교(충청북도교육청)"
화개초등학교,"화개초등학교(광주광역시교육청), 화개초등학교(경상남도교육청)"
기성초등학교,"기성초등학교(대전광역시교육청), 기성초등학교(경상북도교육청), 기성초등학교(경상남도교육청)"
관기초등학교,"관기초등학교(충청북도교육청), 관기초등학교(전라남도교육청)"
도원초등학교,"도원초등학교(경기도교육청), 도원초등학교(전라남도교육청), 도원초등학교(경상북도교육청)"
월성초등학교,"월성초등학교(전북특별자치도교육청), 월성초등학교(경상북도교육청), 월성초등학교(경상남도교육청)"
인평초등학교,"인평초등학교(경상북도교육청), 인평초등학교(경상남도교육청)"
덕성초등학교,"덕성초등학교(부산광역시교육청), 덕성초등학교(경기도교육청), 덕성초등학교(충청북도교육청)"
청담고등학교,"청담고등학교(서울특별시교육청), 청담고등학교(경기도교육청)"
청룡초등학교,"청룡초등학교(부산광역시교육청), 청룡초등학교(경기도교육청), 청룡초등학교(충청북도교육청), 청룡초등학교(충청남도교육청)"
신라중학교,"신라중학교(부산광역시교육청), 신라중학교(경상북도교육청)"
동평초등학교,"동평초등학교(부산광역시교육청), 동평초등학교(울산광역시교육청)"
장평중학교,"장평중학교(서울특별시교육청), 장평중학교(부산광역시교육청)"
신곡초등학교,"신곡초등학교(부산광역시교육청), 신곡초등학교(경기도교육청)"
학산중학교,"학산중학교(대구광역시교육청), 학산중학교(충청북도교육청), 학산중학교(전북특별자치도교육청)"
고산중학교,"고산중학교(대구광역시교육청), 고산중학교(전북특별자치도교육청), 고산중학교(제주특별자치도교육청)"
일동중학교,"일동중학교(광주광역시교육청), 일동중학교(경기도교육청)"
삼정초등학교,"삼정초등학교(광주광역시교육청), 삼정초등학교(울산광역시교육청)"
신창초등학교,"신창초등학교(광주광역시교육청), 신창초등학교(충청남도교육청), 신창초등학교(제주특별자치도교육청)"
천곡초등학교,"천곡초등학교(울산광역시교육청), 천곡초등학교(강원특별자치도교육청)"
무안초등학교,"무안초등학교(전라남도교육청), 무안초등학교(경상남도교육청)"
웅천고등학교,"웅천고등학교(충청남도교육청), 웅천고등학교(경상남도교육청)"
구산초등학교,"구산초등학교(충청남도교육청), 구산초등학교(경상남도교육청), 구산초등학교(경상남도교육청)"
월산초등학교,"월산초등학교(전라남도교육청), 월산초등학교(경상남도교육청)"
내서중학교,"내서중학교(경상북도교육청), 내서중학교(경상남도교육청)"
덕산초등학교,"덕산초등학교(충청남도교육청), 덕산초등학교(경상북도교육청), 덕산초등학교(경상남도교육청), 덕산초등학교(경상남도교육청)"
능동초등학교,"능동초등학교(경기도교육청), 능동초등학교(경상남도교육청)"
서광초등학교,"서광초등학교(광주광역시교육청), 서광초등학교(제주특별자치도교육청)"
상당초등학교,"상당초등학교(부산광역시교육청), 상당초등학교(충청북도교육청)"
주촌초등학교,"주촌초등학교(충청남도교육청), 주촌초등학교(경상남도교육청)"
청담중학교,"청담중학교(서울특별시교육청), 청담중학교(경기도교육청)"
강남중학교,"강남중학교(서울특별시교육청), 강남중학교(인천광역시교육청)"
대남초등학교,"대남초등학교(부산광역시교육청), 대남초등학교(경기도교육청), 대남초등학교(충청남도교육청)"
금정중학교,"금정중학교(부산광역시교육청), 금정중학교(경기도교육청)"
부곡초등학교,"부곡초등학교(부산광역시교육청), 부곡초등학교(경상남도교육청)"
거제초등학교,"거제초등학교(부산광역시교육청), 거제초등학교(경상남도교육청)"
양동초등학교,"양동초등학교(부산광역시교육청), 양동초등학교(경기도교육청), 양동초등학교(경상북도교육청)"
연산초등학교,"연산초등학교(부산광역시교육청), 연산초등학교(충청남도교육청)"
연일초등학교,"연일초등학교(부산광역시교육청), 연일초등학교(경상북도교육청)"
창신초등학교,"창신초등학교(부산광역시교육청), 창신초등학교(경기도교육청), 창신초등학교(충청북도교육청)"
동주초등학교,"동주초등학교(부산광역시교육청), 동주초등학교(충청북도교육청)"
서천초등학교,"서천초등학교(부산광역시교육청), 서천초등학교(경기도교육청), 서천초등학교(충청남도교육청)"
수성중학교,"수성중학교(대구광역시교육청), 수성중학교(경기도교육청)"
성곡중학교,"성곡중학교(대구광역시교육청), 성곡중학교(경기도교육청)"
신암초등학교,"신암초등학교(광주광역시교육청), 신암초등학교(충청남도교육청)"
대덕초등학교,"대덕초등학교(대전광역시교육청), 대덕초등학교(경기도교육청), 대덕초등학교(충청남도교육청), 대덕초등학교(전북특별자치도교육청), 대덕초등학교(전라남도교육청), 대덕초등학교(경상북도교육청)"
한솔고등학교,"한솔고등학교(세종특별자치시교육청), 한솔고등학교(경기도교육청)"
상일초등학교,"상일초등학교(경기도교육청), 상일초등학교(경상남도교육청)"
연무중학교,"연무중학교(경기도교육청), 연무중학교(충청남도교육청)"
수지초등학교,"수지초등학교(경기도교육청), 수지초등학교(전북특별자치도교육청)"
효자초등학교,"효자초등학교(경기도교육청), 효자초등학교(경상북도교육청)"
신길중학교,"신길중학교(서울특별시교육청), 신길중학교(경기도교육청)"
안성초등학교,"안성초등학교(경기도교육청), 안성초등학교(전북특별자치도교육청)"
풍산고등학교,"풍산고등학교(경기도교육청), 풍산고등학교(경상북도교육청)"
구미초등학교,"구미초등학교(경기도교육청), 구미초등학교(경상북도교육청)"
봉곡중학교,"봉곡중학교(경상북도교육청), 봉곡중학교(경상남도교육청)"
성호초등학교,"성호초등학교(경기도교육청), 성호초등학교(경상남도교육청)"
상북초등학교,"상북초등학교(울산광역시교육청), 상북초등학교(경상남도교육청), 상북초등학교(경상남도교육청)"
남정초등학교,"남정초등학교(경상북도교육청), 남정초등학교(경상남도교육청), 남정초등학교(경상남도교육청)"
가양초등학교,"가양초등학교(경기도교육청), 가양초등학교(경상남도교육청)"
대영고등학교,"대영고등학교(서울특별시교육청), 대영고등학교(경상북도교육청)"
보성초등학교,"보성초등학교(충청남도교육청), 보성초등학교(전북특별자치도교육청), 보성초등학교(전라남도교육청), 보성초등학교(제주특별자치도교육청)"
옥정중학교,"옥정중학교(서울특별시교육청), 옥정중학교(경기도교육청)"
산서초등학교,"산서초등학교(대전광역시교육청), 산서초등학교(전북특별자치도교육청)"
양동중학교,"양동중학교(서울특별시교육청), 양동중학교(경기도교육청)"
삼성중학교,"삼성중학교(서울특별시교육청), 삼성중학교(부산광역시교육청), 삼성중학교(경기도교육청), 삼성중학교(충청북도교육청), 삼성중학교(경상북도교육청), 삼성중학교(경상남도교육청)"
덕산중학교,"덕산중학교(서울특별시교육청), 덕산중학교(경기도교육청), 덕산중학교(충청북도교육청), 덕산중학교(충청남도교육청), 덕산중학교(경상남도교육청)"
용강중학교,"용강중학교(서울특별시교육청), 용강중학교(충청남도교육청)"
용문중학교,"용문중학교(서울특별시교육청), 용문중학교(부산광역시교육청), 용문중학교(경기도교육청), 용문중학교(경상북도교육청)"
부곡중학교,"부곡중학교(부산광역시교육청), 부곡중학교(경상남도교육청)"
낙민초등학교,"낙민초등학교(부산광역시교육청), 낙민초등학교(경기도교육청)"
명륜초등학교,"명륜초등학교(부산광역시교육청), 명륜초등학교(강원특별자치도교육청)"
백양중학교,"백양중학교(부산광역시교육청), 백양중학교(경기도교육청)"
감천중학교,"감천중학교(부산광역시교육청), 감천중학교(경상북도교육청)"
사동초등학교,"사동초등학교(부산광역시교육청), 사동초등학교(경기도교육청), 사동초등학교(경상북도교육청)"
신도초등학교,"신도초등학교(부산광역시교육청), 신도초등학교(경기도교육청), 신도초등학교(충청남도교육청)"
삼산고등학교,"삼산고등학교(인천광역시교육청), 삼산고등학교(울산광역시교육청)"
월곡초등학교,"월곡초등학교(광주광역시교육청), 월곡초등학교(경상북도교육청)"
현대고등학교,"현대고등학교(서울특별시교육청), 현대고등학교(울산광역시교육청)"
원일초등학교,"원일초등학교(경기도교육청), 원일초등학교(경기도교육청)"
고산초등학교,"고산초등학교(경기도교육청), 고산초등학교(강원특별자치도교육청), 고산초등학교(충청남도교육청), 고산초등학교(전북특별자치도교육청), 고산초등학교(제주특별자치도교육청)"
덕계초등학교,"덕계초등학교(경기도교육청), 덕계초등학교(경상남도교육청)"
대흥초등학교,"대흥초등학교(충청남도교육청), 대흥초등학교(전북특별자치도교육청), 대흥초등학교(경상남도교육청)"
남평초등학교,"남평초등학교(강원특별자치도교육청), 남평초등학교(충청북도교육청), 남평초등학교(전라남도교육청)"
쌍봉초등학교,"쌍봉초등학교(충청북도교육청), 쌍봉초등학교(전라남도교육청)"
세화고등학교,"세화고등학교(서울특별시교육청), 세화고등학교(경상북도교육청), 세화고등학교(제주특별자치도교육청)"
북삼초등학교,"북삼초등학교(강원특별자치도교육청), 북삼초등학교(경상북도교육청)"
영일중학교,"영일중학교(경기도교육청), 영일중학교(경상북도교육청)"
봉명초등학교,"봉명초등학교(충청북도교육청), 봉명초등학교(경상남도교육청)"
명서초등학교,"명서초등학교(부산광역시교육청), 명서초등학교(경상남도교육청)"
성주초등학교,"성주초등학교(경기도교육청), 성주초등학교(충청남도교육청), 성주초등학교(경상북도교육청), 성주초등학교(경상남도교육청)"
덕정초등학교,"덕정초등학교(경기도교육청), 덕정초등학교(경상남도교육청)"
진영중학교,"진영중학교(경기도교육청), 진영중학교(경상남도교육청)"
장천초등학교,"장천초등학교(경기도교육청), 장천초등학교(전라남도교육청), 장천초등학교(경상북도교육청), 장천초등학교(경상남도교육청)"
사남초등학교,"사남초등학교(부산광역시교육청), 사남초등학교(경상남도교육청)"
대화고등학교,"대화고등학교(경기도교육청), 대화고등학교(강원특별자치도교육청)"
매곡초등학교,"매곡초등학교(광주광역시교육청), 매곡초등학교(울산광역시교육청), 매곡초등학교(충청북도교육청)"
운양초등학교,"운양초등학교(경기도교육청), 운양초등학교(강원특별자치도교육청)"
아라초등학교,"아라초등학교(경상남도교육청), 아라초등학교(제주특별자치도교육청)"
남명초등학교,"남명초등학교(부산광역시교육청), 남명초등학교(경상남도교육청)"
오산고등학교,"오산고등학교(서울특별시교육청), 오산고등학교(경기도교육청)"
장안중학교,"장안중학교(서울특별시교육청), 장안중학교(부산광역시교육청), 장안중학교(경기도교육청)"
경원고등학교,"경원고등학교(부산광역시교육청), 경원고등학교(대구광역시교육청)"
남성초등학교,"남성초등학교(부산광역시교육청), 남성초등학교(충청북도교육청), 남성초등학교(경상북도교육청), 남성초등학교(경상북도교육청)"
선암초등학교,"선암초등학교(부산광역시교육청), 선암초등학교(울산광역시교육청)"
구남중학교,"구남중학교(부산광역시교육청), 구남중학교(대구광역시교육청)"
포천초등학교,"포천초등학교(부산광역시교육청), 포천초등학교(경기도교육청)"
토성초등학교,"토성초등학교(부산광역시교육청), 토성초등학교(강원특별자치도교육청)"
무정초등학교,"무정초등학교(부산광역시교육청), 무정초등학교(전라남도교육청)"
동도중학교,"동도중학교(서울특별시교육청), 동도중학교(대구광역시교육청)"
대곡고등학교,"대곡고등학교(대구광역시교육청), 대곡고등학교(경상남도교육청)"
대진중학교,"대진중학교(대구광역시교육청), 대진중학교(강원특별자치도교육청)"
갈산중학교,"갈산중학교(인천광역시교육청), 갈산중학교(충청남도교육청)"
마지초등학교,"마지초등학교(광주광역시교육청), 마지초등학교(경기도교육청)"
진월초등학교,"진월초등학교(광주광역시교육청), 진월초등학교(전라남도교육청)"
문현초등학교,"문현초등학교(부산광역시교육청), 문현초등학교(울산광역시교육청)"
서현중학교,"서현중학교(경기도교육청), 서현중학교(충청북도교육청)"
산양초등학교,"산양초등학교(경기도교육청), 산양초등학교(강원특별자치도교육청), 산양초등학교(경상북도교육청), 산양초등학교(경상남도교육청)"
정평초등학교,"정평초등학교(경기도교육청), 정평초등학교(경상북도교육청)"
율곡중학교,"율곡중학교(경기도교육청), 율곡중학교(강원특별자치도교육청), 율곡중학교(경상북도교육청)"
장성초등학교,"장성초등학교(경기도교육청), 장성초등학교(강원특별자치도교육청), 장성초등학교(경상북도교육청)"
양덕중학교,"양덕중학교(강원특별자치도교육청), 양덕중학교(경상북도교육청), 양덕중학교(경상남도교육청)"
용남중학교,"용남중학교(충청남도교육청), 용남중학교(경상남도교육청)"
내동초등학교,"내동초등학교(경기도교육청), 내동초등학교(경상남도교육청), 내동초등학교(경상남도교육청)"
토월초등학교,"토월초등학교(경기도교육청), 토월초등학교(경상남도교육청)"
황산초등학교,"황산초등학교(전북특별자치도교육청), 황산초등학교(전라남도교육청), 황산초등학교(경상남도교육청)"
지사중학교,"지사중학교(부산광역시교육청), 지사중학교(전북특별자치도교육청)"
예당중학교,"예당중학교(경기도교육청), 예당중학교(전라남도교육청)"
웅천중학교,"웅천중학교(충청남도교육청), 웅천중학교(경상남도교육청)"
가남초등학교,"가남초등학교(부산광역시교육청), 가남초등학교(경기도교육청), 가남초등학교(충청남도교육청), 가남초등학교(경상남도교육청)"
월계초등학교,"월계초등학교(광주광역시교육청), 월계초등학교(울산광역시교육청)"
백운초등학교,"백운초등학교(부산광역시교육청), 백운초등학교(경기도교육청), 백운초등학교(충청북도교육청), 백운초등학교(전북특별자치도교육청)"
성북초등학교,"성북초등학교(부산광역시교육청), 성북초등학교(강원특별자치도교육청), 성북초등학교(전북특별자치도교육청)"
영도초등학교,"영도초등학교(부산광역시교육청), 영도초등학교(경기도교육청)"
반석초등학교,"반석초등학교(부산광역시교육청), 반석초등학교(경기도교육청)"
동진초등학교,"동진초등학교(전북특별자치도교육청), 동진초등학교(경상남도교육청)"
용원초등학교,"용원초등학교(충청북도교육청), 용원초등학교(경상남도교육청)"
동광초등학교,"동광초등학교(서울특별시교육청), 동광초등학교(강원특별자치도교육청), 동광초등학교(충청북도교육청), 동광초등학교(제주특별자치도교육청)"
성전초등학교,"성전초등학교(부산광역시교육청), 성전초등학교(전라남도교육청)"
논곡중학교,"논곡중학교(인천광역시교육청), 논곡중학교(경기도교육청)"
인주중학교,"인주중학교(인천광역시교육청), 인주중학교(충청남도교육청)"
원당중학교,"원당중학교(인천광역시교육청), 원당중학교(경기도교육청), 원당중학교(충청남도교육청)"
미산초등학교,"미산초등학교(광주광역시교육청), 미산초등학교(충청남도교육청)"
송우초등학교,"송우초등학교(광주광역시교육청), 송우초등학교(경기도교육청)"
학성초등학교,"학성초등학교(울산광역시교육청), 학성초등학교(강원특별자치도교육청), 학성초등학교(충청북도교육청)"
판교중학교,"판교중학교(경기도교육청), 판교중학교(충청남도교육청)"
구정초등학교,"구정초등학교(강원특별자치도교육청), 구정초등학교(충청북도교육청), 구정초등학교(경상북도교육청)"
해안초등학교,"해안초등학교(강원특별자치도교육청), 해안초등학교(제주특별자치도교육청)"
사창초등학교,"사창초등학교(경기도교육청), 사창초등학교(전라남도교육청)"
입암초등학교,"입암초등학교(전북특별자치도교육청), 입암초등학교(경상북도교육청)"
신안초등학교,"신안초등학교(경기도교육청), 신안초등학교(경상남도교육청), 신안초등학교(경상남도교육청)"
진주초등학교,"진주초등학교(강원특별자치도교육청), 진주초등학교(경상남도교육청)"
자은초등학교,"자은초등학교(전라남도교육청), 자은초등학교(경상남도교육청)"
안덕중학교,"안덕중학교(경상북도교육청), 안덕중학교(제주특별자치도교육청)"
봉화중학교,"봉화중학교(서울특별시교육청), 봉화중학교(경상북도교육청)"
한천초등학교,"한천초등학교(충청북도교육청), 한천초등학교(전라남도교육청), 한천초등학교(제주특별자치도교육청)"
청동초등학교,"청동초등학교(부산광역시교육청), 청동초등학교(충청남도교육청)"
산외초등학교,"산외초등학교(전북특별자치도교육청), 산외초등학교(경상남도교육청)"
월포초등학교,"월포초등학교(경기도교육청), 월포초등학교(경상북도교육청), 월포초등학교(경상남도교육청)"
신방초등학교,"신방초등학교(충청남도교육청), 신방초등학교(경상남도교육청)"
대원고등학교,"대원고등학교(서울특별시교육청), 대원고등학교(대구광역시교육청)"
성수고등학교,"성수고등학교(서울특별시교육청), 성수고등학교(강원특별자치도교육청)"
금곡중학교,"금곡중학교(부산광역시교육청), 금곡중학교(경기도교육청), 금곡중학교(경상남도교육청)"
모동초등학교,"모동초등학교(부산광역시교육청), 모동초등학교(경상북도교육청)"
인지중학교,"인지중학교(부산광역시교육청), 인지중학교(충청남도교육청)"
신흥중학교,"신흥중학교(인천광역시교육청), 신흥중학교(경기도교육청), 신흥중학교(경상북도교육청)"
연성중학교,"연성중학교(인천광역시교육청), 연성중학교(경기도교육청)"
청천중학교,"청천중학교(인천광역시교육청), 청천중학교(충청북도교육청)"
유촌초등학교,"유촌초등학교(광주광역시교육청), 유촌초등학교(강원특별자치도교육청)"
양지고등학교,"양지고등학교(세종특별자치시교육청), 양지고등학교(경기도교육청)"
용문고등학교,"용문고등학교(서울특별시교육청), 용문고등학교(경기도교육청)"
인창중학교,"인창중학교(서울특별시교육청), 인창중학교(경기도교육청)"
상원초등학교,"상원초등학교(경기도교육청), 상원초등학교(경기도교육청)"
신풍초등학교,"신풍초등학교(경기도교육청), 신풍초등학교(충청남도교육청), 신풍초등학교(전라남도교육청)"
서원초등학교,"서원초등학교(경기도교육청), 서원초등학교(강원특별자치도교육청), 서원초등학교(충청북도교육청)"
흥덕중학교,"흥덕중학교(경기도교육청), 흥덕중학교(전북특별자치도교육청)"
옥계중학교,"옥계중학교(강원특별자치도교육청), 옥계중학교(경상북도교육청)"
조양초등학교,"조양초등학교(강원특별자치도교육청), 조양초등학교(강원특별자치도교육청)"
용봉초등학교,"용봉초등학교(충청남도교육청), 용봉초등학교(전북특별자치도교육청)"
옥계초등학교,"옥계초등학교(강원특별자치도교육청), 옥계초등학교(충청남도교육청), 옥계초등학교(경상북도교육청)"
성암초등학교,"성암초등학교(충청북도교육청), 성암초등학교(경상북도교육청)"
도천초등학교,"도천초등학교(경상남도교육청), 도천초등학교(경상남도교육청)"
대원초등학교,"대원초등학교(경기도교육청), 대원초등학교(경상남도교육청)"
도계초등학교,"도계초등학교(강원특별자치도교육청), 도계초등학교(경상남도교육청)"
대양초등학교,"대양초등학교(경기도교육청), 대양초등학교(경상남도교육청)"
일동초등학교,"일동초등학교(광주광역시교육청), 일동초등학교(경기도교육청), 일동초등학교(경상남도교육청)"
부림초등학교,"부림초등학교(경기도교육청), 부림초등학교(경상북도교육청), 부림초등학교(경상남도교육청)"
동해초등학교,"동해초등학교(강원특별자치도교육청), 동해초등학교(경상북도교육청), 동해초등학교(경상남도교육청)"
도평초등학교,"도평초등학교(경기도교육청), 도평초등학교(경상북도교육청), 도평초등학교(제주특별자치도교육청)"
북평중학교,"북평중학교(강원특별자치도교육청), 북평중학교(전라남도교육청)"
삼화초등학교,"삼화초등학교(강원특별자치도교육청), 삼화초등학교(제주특별자치도교육청)"
양성초등학교,"양성초등학교(부산광역시교육청), 양성초등학교(경기도교육청)"
효성초등학교,"효성초등학교(대구광역시교육청), 효성초등학교(경기도교육청)"
서천고등학교,"서천고등학교(경기도교육청), 서천고등학교(충청남도교육청)"
금천고등학교,"금천고등학교(서울특별시교육청), 금천고등학교(충청북도교육청), 금천고등학교(경상북도교육청)"
신남중학교,"신남중학교(서울특별시교육청), 신남중학교(강원특별자치도교육청)"
시흥중학교,"시흥중학교(서울특별시교육청), 시흥중학교(경기도교육청)"
신상중학교,"신상중학교(서울특별시교육청), 신상중학교(경상북도교육청)"
광양중학교,"광양중학교(서울특별시교육청), 광양중학교(전라남도교육청)"
대천중학교,"대천중학교(부산광역시교육청), 대천중학교(충청남도교육청)"
금정초등학교,"금정초등학교(부산광역시교육청), 금정초등학교(경기도교육청), 금정초등학교(전라남도교육청)"
내성초등학교,"내성초등학교(부산광역시교육청), 내성초등학교(강원특별자치도교육청), 내성초등학교(경상북도교육청)"
성지초등학교,"성지초등학교(부산광역시교육청), 성지초등학교(경기도교육청)"
상리초등학교,"상리초등학교(부산광역시교육청), 상리초등학교(경기도교육청), 상리초등학교(경상북도교육청), 상리초등학교(경상남도교육청)"
인지초등학교,"인지초등학교(부산광역시교육청), 인지초등학교(충청남도교육청)"
성당중학교,"성당중학교(대구광역시교육청), 성당중학교(전북특별자치도교육청)"
인제고등학교,"인제고등학교(인천광역시교육청), 인제고등학교(강원특별자치도교육청)"
부일중학교,"부일중학교(인천광역시교육청), 부일중학교(경기도교육청)"
진산중학교,"진산중학교(인천광역시교육청), 진산중학교(충청남도교육청)"
문화중학교,"문화중학교(광주광역시교육청), 문화중학교(경상북도교육청)"
신광중학교,"신광중학교(광주광역시교육청), 신광중학교(경상북도교육청)"
성안중학교,"성안중학교(울산광역시교육청), 성안중학교(경기도교육청)"
일산중학교,"일산중학교(울산광역시교육청), 일산중학교(경기도교육청)"
농소초등학교,"농소초등학교(울산광역시교육청), 농소초등학교(경상북도교육청)"
우정초등학교,"우정초등학교(울산광역시교육청), 우정초등학교(경기도교육청)"
용연초등학교,"용연초등학교(울산광역시교육청), 용연초등학교(경기도교육청), 용연초등학교(경상남도교육청)"
청솔초등학교,"청솔초등학교(울산광역시교육청), 청솔초등학교(경기도교육청)"
경화여자고등학교,"경화여자고등학교(대구광역시교육청), 경화여자고등학교(경기도교육청)"
광문고등학교,"광문고등학교(서울특별시교육청), 광문고등학교(경기도교육청)"
상동고등학교,"상동고등학교(경기도교육청), 상동고등학교(강원특별자치도교육청)"
삼일중학교,"삼일중학교(경기도교육청), 삼일중학교(강원특별자치도교육청)"
산남초등학교,"산남초등학교(경기도교육청), 산남초등학교(충청북도교육청)"
지산초등학교,"지산초등학교(경기도교육청), 지산초등학교(전라남도교육청), 지산초등학교(경상북도교육청)"
오산중학교,"오산중학교(서울특별시교육청), 오산중학교(경기도교육청)"
태안초등학교,"태안초등학교(경기도교육청), 태안초등학교(충청남도교육청)"
신평중학교,"신평중학교(경기도교육청), 신평중학교(충청남도교육청)"
솔빛초등학교,"솔빛초등학교(세종특별자치시교육청), 솔빛초등학교(경기도교육청)"
청덕초등학교,"청덕초등학교(경기도교육청), 청덕초등학교(경상남도교육청)"
원천초등학교,"원천초등학교(경기도교육청), 원천초등학교(강원특별자치도교육청), 원천초등학교(전북특별자치도교육청)"
안계초등학교,"안계초등학교(경상북도교육청), 안계초등학교(경상남도교육청)"
경상고등학교,"경상고등학교(대구광역시교육청), 경상고등학교(경상남도교육청)"
내동중학교,"내동중학교(경기도교육청), 내동중학교(경상남도교육청)"
삼계중학교,"삼계중학교(전북특별자치도교육청), 삼계중학교(전라남도교육청), 삼계중학교(경상남도교육청)"
무학초등학교,"무학초등학교(광주광역시교육청), 무학초등학교(경상남도교육청)"
상남초등학교,"상남초등학교(강원특별자치도교육청), 상남초등학교(경상남도교육청), 상남초등학교(경상남도교육청)"
대성초등학교,"대성초등학교(경기도교육청), 대성초등학교(경상남도교육청), 대성초등학교(경상남도교육청)"
서창초등학교,"서창초등학교(전라남도교육청), 서창초등학교(경상남도교육청)"
