school_name,candidates
양산초등학교,"양산초등학교(경기도교육청), 양산초등학교(충청북도교육청), 양산초등학교(전라남도교육청), 양산초등학교(경상남도교육청)"
양곡초등학교,"양곡초등학교(경기도교육청), 양곡초등학교(경상남도교육청)"
도계중학교,"도계중학교(강원특별자치도교육청), 도계중학교(경상남도교육청)"
한마음초등학교,"한마음초등학교(경기도교육청), 한마음초등학교(제주특별자치도교육청)"
청림초등학교,"청림초등학교(경기도교육청), 청림초등학교(경상북도교육청)"
늘봄초등학교,"늘봄초등학교(세종특별자치시교육청), 늘봄초등학교(경기도교육청)"
오정초등학교,"오정초등학교(광주광역시교육청), 오정초등학교(경기도교육청)"
금구초등학교,"금구초등학교(광주광역시교육청), 금구초등학교(충청북도교육청), 금구초등학교(전북특별자치도교육청)"
하원초등학교,"하원초등학교(경기도교육청), 하원초등학교(제주특별자치도교육청)"
설악중학교,"설악중학교(경기도교육청), 설악중학교(강원특별자치도교육청)"
연천초등학교,"연천초등학교(부산광역시교육청), 연천초등학교(경기도교육청)"
시흥초등학교,"시흥초등학교(경기도교육청), 시흥초등학교(제주특별자치도교육청)"
관산초등학교,"관산초등학교(경기도교육청), 관산초등학교(전라남도교육청)"
신동중학교,"신동중학교(서울특별시교육청), 신동중학교(경상북도교육청)"
신명중학교,"신명중학교(서울특별시교육청), 신명중학교(충청북도교육청)"
신천중학교,"신천중학교(서울특별시교육청), 신천중학교(경기도교육청)"
화원중학교,"화원중학교(서울특별시교육청), 화원중학교(대구광역시교육청), 화원중학교(전라남도교육청)"
영남중학교,"영남중학교(서울특별시교육청), 영남중학교(부산광역시교육청), 영남중학교(대구광역시교육청)"
신양중학교,"신양중학교(서울특별시교육청), 신양중학교(경기도교육청), 신양중학교(충청남도교육청)"
양진중학교,"양진중학교(서울특별시교육청), 양진중학교(경기도교육청)"
가람중학교,"가람중학교(부산광역시교육청), 가람중학교(경기도교육청)"
용주초등학교,"용주초등학교(광주광역시교육청), 용주초등학교(경상남도교육청)"
장동초등학교,"장동초등학교(대전광역시교육청), 장동초등학교(전라남도교육청)"
봉암초등학교,"봉암초등학교(대전광역시교육청), 봉암초등학교(경기도교육청), 봉암초등학교(전북특별자치도교육청)"
신일중학교,"신일중학교(서울특별시교육청), 신일중학교(울산광역시교육청), 신일중학교(경기도교육청)"
대송중학교,"대송중학교(울산광역시교육청), 대송중학교(경기도교육청), 대송중학교(경상북도교육청)"
일산초등학교,"일산초등학교(울산광역시교육청), 일산초등학교(경기도교육청), 일산초등학교(강원특별자치도교육청)"
호연초등학교,"호연초등학교(울산광역시교육청), 호연초등학교(경기도교육청)"
영덕고등학교,"영덕고등학교(경기도교육청), 영덕고등학교(경상북도교육청)"
오남중학교,"오남중학교(서울특별시교육청), 오남중학교(경기도교육청)"
성남여자중학교,"성남여자중학교(경기도교육청), 성남여자중학교(경상북도교육청)"
서현초등학교,"서현초등학교(경기도교육청), 서현초등학교(충청북도교육청)"
동성중학교,"동성중학교(서울특별시교육청), 동성중학교(경기도교육청), 동성중학교(충청북도교육청)"
명인중학교,"명인중학교(경기도교육청), 명인중학교(경상북도교육청)"
산남중학교,"산남중학교(경기도교육청), 산남중학교(충청북도교육청)"
영덕중학교,"영덕중학교(경기도교육청), 영덕중학교(경상북도교육청)"
천천중학교,"천천중학교(경기도교육청), 천천중학교(전북특별자치도교육청)"
서원중학교,"서원중학교(경기도교육청), 서원중학교(강원특별자치도교육청), 서원중학교(충청북도교육청)"
홍천중학교,"홍천중학교(경기도교육청), 홍천중학교(강원특별자치도교육청)"
풍천초등학교,"풍천초등학교(경기도교육청), 풍천초등학교(제주특별자치도교육청)"
금오초등학교,"금오초등학교(경기도교육청), 금오초등학교(충청남도교육청), 금오초등학교(경상북도교육청), 금오초등학교(경상남도교육청)"
회룡초등학교,"회룡초등학교(경기도교육청), 회룡초등학교(강원특별자치도교육청)"
칠보중학교,"칠보중학교(경기도교육청), 칠보중학교(전북특별자치도교육청)"
서원고등학교,"서원고등학교(경기도교육청), 서원고등학교(충청북도교육청)"
성서초등학교,"성서초등학교(부산광역시교육청), 성서초등학교(경기도교육청)"
왕산초등학교,"왕산초등학교(경기도교육청), 왕산초등학교(강원특별자치도교육청)"
창호초등학교,"창호초등학교(강원특별자치도교육청), 창호초등학교(경상남도교육청)"
대강초등학교,"대강초등학교(충청북도교육청), 대강초등학교(전북특별자치도교육청)"
덕산고등학교,"덕산고등학교(경기도교육청), 덕산고등학교(충청남도교육청), 덕산고등학교(경상남도교육청)"
봉덕초등학교,"봉덕초등학교(충청북도교육청), 봉덕초등학교(전라남도교육청), 봉덕초등학교(경상남도교육청)"
하북초등학교,"하북초등학교(경상남도교육청), 하북초등학교(경상남도교육청)"
해운초등학교,"해운초등학교(경기도교육청), 해운초등학교(경상남도교육청)"
남양중학교,"남양중학교(경기도교육청), 남양중학교(경상남도교육청)"
가람초등학교,"가람초등학교(경기도교육청), 가람초등학교(경상남도교육청)"
배영초등학교,"배영초등학교(부산광역시교육청), 배영초등학교(경기도교육청), 배영초등학교(경상남도교육청)"
양곡중학교,"양곡중학교(경기도교육청), 양곡중학교(경상남도교육청)"
가좌초등학교,"가좌초등학교(경기도교육청), 가좌초등학교(경상남도교육청)"
봉명중학교,"봉명중학교(충청북도교육청), 봉명중학교(경상남도교육청)"
서호초등학교,"서호초등학교(경기도교육청), 서호초등학교(제주특별자치도교육청)"
서천중학교,"서천중학교(경기도교육청), 서천중학교(충청남도교육청)"
선유중학교,"선유중학교(서울특별시교육청), 선유중학교(경기도교육청)"
장흥중학교,"장흥중학교(전라남도교육청), 장흥중학교(경상북도교육청)"
위례초등학교,"위례초등학교(경기도교육청), 위례초등학교(충청남도교육청)"
동면초등학교,"동면초등학교(전라남도교육청), 동면초등학교(경상남도교육청)"
백운중학교,"백운중학교(서울특별시교육청), 백운중학교(경기도교육청), 백운중학교(충청북도교육청), 백운중학교(전북특별자치도교육청)"
금호중학교,"금호중학교(서울특별시교육청), 금호중학교(광주광역시교육청), 금호중학교(세종특별자치시교육청), 금호중학교(경상북도교육청)"
화봉초등학교,"화봉초등학교(울산광역시교육청), 화봉초등학교(경기도교육청)"
수산초등학교,"수산초등학교(충청북도교육청), 수산초등학교(경상남도교육청), 수산초등학교(제주특별자치도교육청)"
양사초등학교,"양사초등학교(인천광역시교육청), 양사초등학교(울산광역시교육청)"
선화여자중학교,"선화여자중학교(부산광역시교육청), 선화여자중학교(인천광역시교육청)"
송도중학교,"송도중학교(부산광역시교육청), 송도중학교(인천광역시교육청), 송도중학교(경상북도교육청)"
한산중학교,"한산중학교(서울특별시교육청), 한산중학교(충청남도교육청), 한산중학교(경상남도교육청)"
삼덕초등학교,"삼덕초등학교(부산광역시교육청), 삼덕초등학교(경기도교육청)"
대교초등학교,"대교초등학교(부산광역시교육청), 대교초등학교(경상북도교육청)"
서부초등학교,"서부초등학교(울산광역시교육청), 서부초등학교(경기도교육청), 서부초등학교(강원특별자치도교육청), 서부초등학교(충청남도교육청)"
동부중학교,"동부중학교(경기도교육청), 동부중학교(경상남도교육청)"
유현초등학교,"유현초등학교(경기도교육청), 유현초등학교(강원특별자치도교육청)"
송림초등학교,"송림초등학교(경기도교육청), 송림초등학교(충청남도교육청), 송림초등학교(경상북도교육청)"
천천초등학교,"천천초등학교(경기도교육청), 천천초등학교(전북특별자치도교육청)"
고덕초등학교,"고덕초등학교(경기도교육청), 고덕초등학교(충청남도교육청)"
성지고등학교,"성지고등학교(부산광역시교육청), 성지고등학교(경기도교육청)"
나산초등학교,"나산초등학교(경기도교육청), 나산초등학교(전라남도교육청), 나산초등학교(경상북도교육청)"
상봉초등학교,"상봉초등학교(경기도교육청), 상봉초등학교(충청북도교육청)"
풍양중학교,"풍양중학교(경기도교육청), 풍양중학교(경상북도교육청)"
북평초등학교,"북평초등학교(강원특별자치도교육청), 북평초등학교(강원특별자치도교육청), 북평초등학교(전라남도교육청)"
청계초등학교,"청계초등학교(경기도교육청), 청계초등학교(전라남도교육청)"
장곡초등학교,"장곡초등학교(경기도교육청), 장곡초등학교(충청남도교육청), 장곡초등학교(경상북도교육청)"
진성초등학교,"진성초등학교(경상북도교육청), 진성초등학교(경상남도교육청)"
신광초등학교,"신광초등학교(서울특별시교육청), 신광초등학교(충청남도교육청), 신광초등학교(전라남도교육청), 신광초등학교(경상북도교육청), 신광초등학교(제주특별자치도교육청)"
매산초등학교,"매산초등학교(울산광역시교육청), 매산초등학교(경기도교육청), 매산초등학교(강원특별자치도교육청), 매산초등학교(전북특별자치도교육청)"
화도초등학교,"화도초등학교(인천광역시교육청), 화도초등학교(경기도교육청)"
신원중학교,"신원중학교(서울특별시교육청), 신원중학교(경기도교육청)"
금당초등학교,"금당초등학교(광주광역시교육청), 금당초등학교(경기도교육청), 금당초등학교(충청남도교육청), 금당초등학교(전라남도교육청)"
계수초등학교,"계수초등학교(광주광역시교육청), 계수초등학교(경기도교육청)"
수원초등학교,"수원초등학교(경기도교육청), 수원초등학교(제주특별자치도교육청)"
신북초등학교,"신북초등학교(경기도교육청), 신북초등학교(전라남도교육청)"
상진초등학교,"상진초등학교(울산광역시교육청), 상진초등학교(충청북도교육청)"
연곡초등학교,"연곡초등학교(경기도교육청), 연곡초등학교(강원특별자치도교육청)"
온정초등학교,"온정초등학교(강원특별자치도교육청), 온정초등학교(경상북도교육청)"
강현중학교,"강현중학교(서울특별시교육청), 강현중학교(강원특별자치도교육청)"
경수중학교,"경수중학교(서울특별시교육청), 경수중학교(경기도교육청)"
개화초등학교,"개화초등학교(부산광역시교육청), 개화초등학교(충청남도교육청)"
학성중학교,"학성중학교(울산광역시교육청), 학성중학교(강원특별자치도교육청)"
계남초등학교,"계남초등학교(경기도교육청), 계남초등학교(전북특별자치도교육청)"
문정중학교,"문정중학교(서울특별시교육청), 문정중학교(경기도교육청)"
예당초등학교,"예당초등학교(경기도교육청), 예당초등학교(전라남도교육청)"
죽리초등학교,"죽리초등학교(강원특별자치도교육청), 죽리초등학교(충청북도교육청)"
청운초등학교,"청운초등학교(경기도교육청), 청운초등학교(강원특별자치도교육청), 청운초등학교(전북특별자치도교육청)"
장수초등학교,"장수초등학교(전북특별자치도교육청), 장수초등학교(경상북도교육청)"
용남고등학교,"용남고등학교(충청남도교육청), 용남고등학교(경상남도교육청)"
우산초등학교,"우산초등학교(강원특별자치도교육청), 우산초등학교(경상남도교육청)"
지도초등학교,"지도초등학교(경기도교육청), 지도초등학교(전라남도교육청)"
장곡중학교,"장곡중학교(경기도교육청), 장곡중학교(경상북도교육청)"
의신중학교,"의신중학교(전라남도교육청), 의신중학교(경상남도교육청)"
군북초등학교,"군북초등학교(충청남도교육청), 군북초등학교(경상남도교육청)"
충무초등학교,"충무초등학교(충청남도교육청), 충무초등학교(경상남도교육청)"
중산초등학교,"중산초등학교(울산광역시교육청), 중산초등학교(경기도교육청)"
은석초등학교,"은석초등학교(서울특별시교육청), 은석초등학교(충청남도교육청)"
대광초등학교,"대광초등학교(서울특별시교육청), 대광초등학교(경기도교육청)"
구평초등학교,"구평초등학교(부산광역시교육청), 구평초등학교(경상북도교육청)"
성사중학교,"성사중학교(서울특별시교육청), 성사중학교(경기도교육청)"
성신여자중학교,"성신여자중학교(서울특별시교육청), 성신여자중학교(경상북도교육청)"
계성초등학교,"계성초등학교(서울특별시교육청), 계성초등학교(대구광역시교육청), 계성초등학교(경기도교육청), 계성초등학교(충청남도교육청)"
용암초등학교,"용암초등학교(부산광역시교육청), 용암초등학교(강원특별자치도교육청), 용암초등학교(충청북도교육청)"
동광중학교,"동광중학교(인천광역시교육청), 동광중학교(경기도교육청), 동광중학교(강원특별자치도교육청)"
옥성초등학교,"옥성초등학교(울산광역시교육청), 옥성초등학교(경상북도교육청)"
고암초등학교,"고암초등학교(경기도교육청), 고암초등학교(경상남도교육청)"
상하초등학교,"상하초등학교(경기도교육청), 상하초등학교(전북특별자치도교육청)"
진안중학교,"진안중학교(경기도교육청), 진안중학교(전북특별자치도교육청)"
대경중학교,"대경중학교(서울특별시교육청), 대경중학교(경기도교육청)"
진안초등학교,"진안초등학교(경기도교육청), 진안초등학교(전북특별자치도교육청)"
석성초등학교,"석성초등학교(경기도교육청), 석성초등학교(충청북도교육청)"
흥덕고등학교,"흥덕고등학교(경기도교육청), 흥덕고등학교(충청북도교육청)"
대진초등학교,"대진초등학교(강원특별자치도교육청), 대진초등학교(경상남도교육청)"
안성중학교,"안성중학교(경기도교육청), 안성중학교(전북특별자치도교육청)"
보성여자중학교,"보성여자중학교(서울특별시교육청), 보성여자중학교(전라남도교육청)"
청산중학교,"청산중학교(경기도교육청), 청산중학교(충청북도교육청), 청산중학교(전라남도교육청)"
운곡초등학교,"운곡초등학교(충청남도교육청), 운곡초등학교(경상북도교육청)"
영일초등학교,"영일초등학교(경기도교육청), 영일초등학교(경상북도교육청)"
금천중학교,"금천중학교(충청북도교육청), 금천중학교(경상북도교육청)"
신현초등학교,"신현초등학교(경기도교육청), 신현초등학교(경상남도교육청)"
산양중학교,"산양중학교(경상북도교육청), 산양중학교(경상남도교육청)"
호명초등학교,"호명초등학교(강원특별자치도교육청), 호명초등학교(경상북도교육청)"
광일초등학교,"광일초등학교(부산광역시교육청), 광일초등학교(경기도교육청)"
신원초등학교,"신원초등학교(경기도교육청), 신원초등학교(경상남도교육청)"
일월초등학교,"일월초등학교(경기도교육청), 일월초등학교(경상북도교육청)"
양지중학교,"양지중학교(세종특별자치시교육청), 양지중학교(경기도교육청)"
신영초등학교,"신영초등학교(경기도교육청), 신영초등학교(강원특별자치도교육청)"
청천초등학교,"청천초등학교(충청북도교육청), 청천초등학교(전라남도교육청), 청천초등학교(경상북도교육청)"
옥곡초등학교,"옥곡초등학교(전라남도교육청), 옥곡초등학교(경상북도교육청)"
신암중학교,"신암중학교(서울특별시교육청), 신암중학교(충청남도교육청)"
서동초등학교,"서동초등학교(부산광역시교육청), 서동초등학교(충청남도교육청)"
원당초등학교,"원당초등학교(경기도교육청), 원당초등학교(강원특별자치도교육청), 원당초등학교(강원특별자치도교육청), 원당초등학교(충청북도교육청), 원당초등학교(충청남도교육청)"
연동초등학교,"연동초등학교(부산광역시교육청), 연동초등학교(세종특별자치시교육청)"
무안중학교,"무안중학교(전라남도교육청), 무안중학교(경상남도교육청)"
토평초등학교,"토평초등학교(경기도교육청), 토평초등학교(제주특별자치도교육청)"
대월초등학교,"대월초등학교(인천광역시교육청), 대월초등학교(경기도교육청)"
대곡초등학교,"대곡초등학교(경기도교육청), 대곡초등학교(강원특별자치도교육청), 대곡초등학교(경상남도교육청)"
한광고등학교,"한광고등학교(서울특별시교육청), 한광고등학교(경기도교육청)"
도곡중학교,"도곡중학교(서울특별시교육청), 도곡중학교(경기도교육청)"
방산중학교,"방산중학교(서울특별시교육청), 방산중학교(강원특별자치도교육청)"
신림중학교,"신림중학교(서울특별시교육청), 신림중학교(강원특별자치도교육청), 신림중학교(전북특별자치도교육청)"
중원중학교,"중원중학교(서울특별시교육청), 중원중학교(경기도교육청), 중원중학교(충청북도교육청)"
증산중학교,"증산중학교(서울특별시교육청), 증산중학교(경상남도교육청)"
성수중학교,"성수중학교(서울특별시교육청), 성수중학교(전북특별자치도교육청)"
성신초등학교,"성신초등학교(서울특별시교육청), 성신초등학교(경기도교육청), 성신초등학교(충청남도교육청)"
청운중학교,"청운중학교(서울특별시교육청), 청운중학교(경기도교육청), 청운중학교(충청북도교육청)"
동상초등학교,"동상초등학교(부산광역시교육청), 동상초등학교(전북특별자치도교육청)"
옥동중학교,"옥동중학교(울산광역시교육청), 옥동중학교(강원특별자치도교육청)"
덕신초등학교,"덕신초등학교(울산광역시교육청), 덕신초등학교(충청북도교육청)"
삼산초등학교,"삼산초등학교(인천광역시교육청), 삼산초등학교(울산광역시교육청), 삼산초등학교(전라남도교육청), 삼산초등학교(경상남도교육청)"
옥산초등학교,"옥산초등학교(울산광역시교육청), 옥산초등학교(경기도교육청), 옥산초등학교(충청북도교육청), 옥산초등학교(충청남도교육청), 옥산초등학교(전북특별자치도교육청), 옥산초등학교(경상북도교육청), 옥산초등학교(경상북도교육청)"
월평초등학교,"월평초등학교(부산광역시교육청), 월평초등학교(울산광역시교육청), 월평초등학교(전라남도교육청)"
화진초등학교,"화진초등학교(울산광역시교육청), 화진초등학교(경기도교육청)"
장기중학교,"장기중학교(세종특별자치시교육청), 장기중학교(경기도교육청), 장기중학교(경상북도교육청)"
계남중학교,"계남중학교(경기도교육청), 계남중학교(전북특별자치도교육청)"
석천중학교,"석천중학교(경기도교육청), 석천중학교(강원특별자치도교육청)"
성수초등학교,"성수초등학교(경기도교육청), 성수초등학교(전북특별자치도교육청)"
삼일초등학교,"삼일초등학교(울산광역시교육청), 삼일초등학교(경기도교육청)"
오동초등학교,"오동초등학교(경기도교육청), 오동초등학교(강원특별자치도교육청), 오동초등학교(전북특별자치도교육청)"
샛별중학교,"샛별중학교(경기도교육청), 샛별중학교(경상남도교육청)"
부평초등학교,"부평초등학교(경기도교육청), 부평초등학교(강원특별자치도교육청)"
구천초등학교,"구천초등학교(전북특별자치도교육청), 구천초등학교(경상북도교육청)"
정남초등학교,"정남초등학교(경기도교육청), 정남초등학교(전북특별자치도교육청)"
송산초등학교,"송산초등학교(경기도교육청), 송산초등학교(충청남도교육청), 송산초등학교(전라남도교육청)"
비산초등학교,"비산초등학교(경기도교육청), 비산초등학교(경상북도교육청)"
양포초등학교,"양포초등학교(경상북도교육청), 양포초등학교(경상북도교육청)"
성주중학교,"성주중학교(경기도교육청), 성주중학교(경상북도교육청)"
청도초등학교,"청도초등학교(경상북도교육청), 청도초등학교(경상남도교육청)"
대흥중학교,"대흥중학교(경기도교육청), 대흥중학교(충청남도교육청), 대흥중학교(경상북도교육청)"
이동초등학교,"이동초등학교(경기도교육청), 이동초등학교(경상북도교육청), 이동초등학교(경상남도교육청)"
봉황초등학교,"봉황초등학교(전라남도교육청), 봉황초등학교(경상북도교육청)"
원동초등학교,"원동초등학교(경기도교육청), 원동초등학교(경상남도교육청)"
한림중학교,"한림중학교(경상남도교육청), 한림중학교(제주특별자치도교육청)"
한림초등학교,"한림초등학교(경상남도교육청), 한림초등학교(제주특별자치도교육청)"
산내중학교,"산내중학교(경기도교육청), 산내중학교(전북특별자치도교육청), 산내중학교(경상북도교육청)"
은여울중학교,"은여울중학교(경기도교육청), 은여울중학교(충청북도교육청)"
율곡고등학교,"율곡고등학교(경기도교육청), 율곡고등학교(경상북도교육청)"
서경초등학교,"서경초등학교(경기도교육청), 서경초등학교(충청북도교육청)"
서일중학교,"서일중학교(서울특별시교육청), 서일중학교(충청남도교육청)"
대영중학교,"대영중학교(서울특별시교육청), 대영중학교(경상북도교육청)"
마장중학교,"마장중학교(서울특별시교육청), 마장중학교(경기도교육청)"
이화초등학교,"이화초등학교(울산광역시교육청), 이화초등학교(충청남도교육청)"
도곡초등학교,"도곡초등학교(경기도교육청), 도곡초등학교(전라남도교육청)"
태장초등학교,"태장초등학교(경기도교육청), 태장초등학교(강원특별자치도교육청)"
기산초등학교,"기산초등학교(경기도교육청), 기산초등학교(충청남도교육청), 기산초등학교(전라남도교육청)"
동암초등학교,"동암초등학교(경기도교육청), 동암초등학교(충청남도교육청)"
구룡초등학교,"구룡초등학교(경기도교육청), 구룡초등학교(충청북도교육청), 구룡초등학교(충청남도교육청)"
금산중학교,"금산중학교(충청남도교육청), 금산중학교(전라남도교육청)"
유림초등학교,"유림초등학교(경상북도교육청), 유림초등학교(경상남도교육청)"
금릉초등학교,"금릉초등학교(경기도교육청), 금릉초등학교(경상북도교육청)"
문장초등학교,"문장초등학교(경기도교육청), 문장초등학교(경상북도교육청)"
천전초등학교,"천전초등학교(강원특별자치도교육청), 천전초등학교(경상남도교육청)"
상하중학교,"상하중학교(경기도교육청), 상하중학교(전북특별자치도교육청)"
양서초등학교,"양서초등학교(경기도교육청), 양서초등학교(경상북도교육청)"
산현초등학교,"산현초등학교(경기도교육청), 산현초등학교(강원특별자치도교육청)"
여울초등학교,"여울초등학교(세종특별자치시교육청), 여울초등학교(경기도교육청)"
탄천초등학교,"탄천초등학교(경기도교육청), 탄천초등학교(충청남도교육청)"
문덕초등학교,"문덕초등학교(전라남도교육청), 문덕초등학교(경상북도교육청)"
가락초등학교,"가락초등학교(부산광역시교육청), 가락초등학교(세종특별자치시교육청)"
동호초등학교,"동호초등학교(강원특별자치도교육청), 동호초등학교(전북특별자치도교육청)"
장평초등학교,"장평초등학교(경기도교육청), 장평초등학교(강원특별자치도교육청), 장평초등학교(충청남도교육청), 장평초등학교(전라남도교육청), 장평초등학교(경상남도교육청)"
병곡초등학교,"병곡초등학교(경상북도교육청), 병곡초등학교(경상남도교육청)"
송학초등학교,"송학초등학교(광주광역시교육청), 송학초등학교(충청북도교육청), 송학초등학교(충청남도교육청)"
사직초등학교,"사직초등학교(부산광역시교육청), 사직초등학교(충청북도교육청)"
평동초등학교,"평동초등학교(광주광역시교육청), 평동초등학교(경기도교육청)"
온양초등학교,"온양초등학교(울산광역시교육청), 온양초등학교(충청남도교육청)"
심원중학교,"심원중학교(경기도교육청), 심원중학교(전북특별자치도교육청)"
구운초등학교,"구운초등학교(경기도교육청), 구운초등학교(경상북도교육청)"
오천초등학교,"오천초등학교(충청남도교육청), 오천초등학교(전북특별자치도교육청), 오천초등학교(경상북도교육청)"
서포중학교,"서포중학교(경상북도교육청), 서포중학교(경상남도교육청)"
백암고등학교,"백암고등학교(서울특별시교육청), 백암고등학교(경기도교육청)"
고덕중학교,"고덕중학교(서울특별시교육청), 고덕중학교(충청남도교육청)"
성내중학교,"성내중학교(서울특별시교육청), 성내중학교(전북특별자치도교육청)"
안천중학교,"안천중학교(서울특별시교육청), 안천중학교(전북특별자치도교육청)"
병영초등학교,"병영초등학교(울산광역시교육청), 병영초등학교(전라남도교육청)"
영화초등학교,"영화초등학교(인천광역시교육청), 영화초등학교(울산광역시교육청), 영화초등학교(경기도교육청), 영화초등학교(경상북도교육청)"
홍익디자인고등학교,"홍익디자인고등학교(서울특별시교육청), 홍익디자인고등학교(경기도교육청)"
평촌초등학교,"평촌초등학교(경기도교육청), 평촌초등학교(충청남도교육청)"
다문초등학교,"다문초등학교(경기도교육청), 다문초등학교(경상북도교육청)"
삼가초등학교,"삼가초등학교(경기도교육청), 삼가초등학교(경상남도교육청)"
임곡중학교,"임곡중학교(광주광역시교육청), 임곡중학교(경기도교육청)"
행정초등학교,"행정초등학교(경기도교육청), 행정초등학교(충청북도교육청), 행정초등학교(충청남도교육청)"
쌍룡초등학교,"쌍룡초등학교(강원특별자치도교육청), 쌍룡초등학교(충청남도교육청)"
남일초등학교,"남일초등학교(충청북도교육청), 남일초등학교(충청남도교육청)"
산동초등학교,"산동초등학교(충청남도교육청), 산동초등학교(전북특별자치도교육청), 산동초등학교(경상북도교육청), 산동초등학교(경상남도교육청)"
화산중학교,"화산중학교(전북특별자치도교육청), 화산중학교(전라남도교육청)"
금천초등학교,"금천초등학교(충청북도교육청), 금천초등학교(전라남도교육청), 금천초등학교(경상북도교육청)"
세명고등학교,"세명고등학교(충청북도교육청), 세명고등학교(경상북도교육청)"
경산초등학교,"경산초등학교(충청북도교육청), 경산초등학교(경상북도교육청)"
천북초등학교,"천북초등학교(충청남도교육청), 천북초등학교(경상북도교육청)"
원남초등학교,"원남초등학교(충청북도교육청), 원남초등학교(경상북도교육청)"
상주중학교,"상주중학교(경상북도교육청), 상주중학교(경상남도교육청)"
상주초등학교,"상주초등학교(경상북도교육청), 상주초등학교(경상남도교육청)"
영남초등학교,"영남초등학교(전라남도교육청), 영남초등학교(경상북도교육청)"
대평초등학교,"대평초등학교(부산광역시교육청), 대평초등학교(세종특별자치시교육청), 대평초등학교(경기도교육청)"
장승초등학교,"장승초등학교(경기도교육청), 장승초등학교(전북특별자치도교육청)"
조산초등학교,"조산초등학교(인천광역시교육청), 조산초등학교(강원특별자치도교육청)"
광덕초등학교,"광덕초등학교(경기도교육청), 광덕초등학교(강원특별자치도교육청), 광덕초등학교(충청남도교육청)"
유곡초등학교,"유곡초등학교(충청남도교육청), 유곡초등학교(경상남도교육청)"
봉양초등학교,"봉양초등학교(강원특별자치도교육청), 봉양초등학교(충청북도교육청)"
가락중학교,"가락중학교(서울특별시교육청), 가락중학교(부산광역시교육청)"
동곡초등학교,"동곡초등학교(광주광역시교육청), 동곡초등학교(경기도교육청)"
지곡초등학교,"지곡초등학교(경기도교육청), 지곡초등학교(경상북도교육청), 지곡초등학교(경상남도교육청)"
임당초등학교,"임당초등학교(강원특별자치도교육청), 임당초등학교(경상북도교육청)"
청송초등학교,"청송초등학교(충청남도교육청), 청송초등학교(경상북도교육청)"
계룡초등학교,"계룡초등학교(충청남도교육청), 계룡초등학교(경상남도교육청)"
지정초등학교,"지정초등학교(강원특별자치도교육청), 지정초등학교(경상남도교육청)"
봉강초등학교,"봉강초등학교(전라남도교육청), 봉강초등학교(경상남도교육청)"
신동초등학교,"신동초등학교(경기도교육청), 신동초등학교(강원특별자치도교육청), 신동초등학교(강원특별자치도교육청), 신동초등학교(경상북도교육청)"
동화초등학교,"동화초등학교(경기도교육청), 동화초등학교(강원특별자치도교육청), 동화초등학교(충청북도교육청), 동화초등학교(전라남도교육청), 동화초등학교(제주특별자치도교육청)"
고성고등학교,"고성고등학교(강원특별자치도교육청), 고성고등학교(경상남도교육청)"
대산초등학교,"대산초등학교(충청남도교육청), 대산초등학교(전북특별자치도교육청), 대산초등학교(경상남도교육청), 대산초등학교(경상남도교육청)"
대정초등학교,"대정초등학교(충청남도교육청), 대정초등학교(제주특별자치도교육청)"
성안초등학교,"성안초등학교(울산광역시교육청), 성안초등학교(경기도교육청)"
단계초등학교,"단계초등학교(강원특별자치도교육청), 단계초등학교(경상남도교육청)"
청풍초등학교,"청풍초등학교(충청북도교육청), 청풍초등학교(전라남도교육청)"
연산중학교,"연산중학교(부산광역시교육청), 연산중학교(충청남도교육청)"
백전초등학교,"백전초등학교(강원특별자치도교육청), 백전초등학교(경상남도교육청)"
탑동초등학교,"탑동초등학교(경기도교육청), 탑동초등학교(경기도교육청), 탑동초등학교(충청남도교육청)"
송호초등학교,"송호초등학교(경기도교육청), 송호초등학교(전라남도교육청)"
송화초등학교,"송화초등학교(경기도교육청), 송화초등학교(강원특별자치도교육청)"
백석초등학교,"백석초등학교(충청남도교육청), 백석초등학교(전북특별자치도교육청)"
화양초등학교,"화양초등학교(경기도교육청), 화양초등학교(충청남도교육청), 화양초등학교(전라남도교육청), 화양초등학교(경상북도교육청), 화양초등학교(경상남도교육청)"
춘양초등학교,"춘양초등학교(전라남도교육청), 춘양초등학교(경상북도교육청)"
서상초등학교,"서상초등학교(강원특별자치도교육청), 서상초등학교(경상남도교육청)"
계룡중학교,"계룡중학교(충청남도교육청), 계룡중학교(경상남도교육청)"
용흥초등학교,"용흥초등학교(경상북도교육청), 용흥초등학교(경상북도교육청)"
부석중학교,"부석중학교(충청남도교육청), 부석중학교(경상북도교육청)"
산북초등학교,"산북초등학교(경기도교육청), 산북초등학교(경상북도교육청)"
오봉초등학교,"오봉초등학교(전북특별자치도교육청), 오봉초등학교(경상남도교육청)"
태장중학교,"태장중학교(경기도교육청), 태장중학교(강원특별자치도교육청)"
가곡초등학교,"가곡초등학교(경기도교육청), 가곡초등학교(충청북도교육청)"
남이초등학교,"남이초등학교(충청북도교육청), 남이초등학교(충청남도교육청)"
수동초등학교,"수동초등학교(경기도교육청), 수동초등학교(경상남도교육청)"
광덕중학교,"광덕중학교(광주광역시교육청), 광덕중학교(경기도교육청)"
남면초등학교,"남면초등학교(경기도교육청), 남면초등학교(충청남도교육청)"
고현초등학교,"고현초등학교(경기도교육청), 고현초등학교(경상남도교육청)"
