district,district_profile,item_category,bid_count,amount_sum,amount_mean,latest_posted_date,count_score,amount_score,recency_score,opportunity_score,recommendation_flag,avg_lead_time_days,rank
노원구,주거/교육/대학,폐기물/환경,24,79915730000.0,3329822083.3333335,2024-12-03 13:56:02,0.21100917431192662,0.22603703206065145,0.05607476635514019,18.45,제외,19.8,2
노원구,주거/교육/대학,건설/공사,7,58090922000.0,8298703142.857142,2024-09-25 15:51:17,0.05504587155963303,0.16429401426403523,0.049668874172185434,8.67,제외,21.1,3
노원구,주거/교육/대학,급수/전기/설비,5,13537276000.0,2707455200.0,2024-09-30 18:20:17,0.03669724770642202,0.03825045145779478,0.05008347245409015,3.98,데이터부족,9.8,4
노원구,주거/교육/대학,기타/미분류,7,963692330.0,137670332.85714287,2024-08-14 14:28:49,0.05504587155963303,0.0026794168670642164,0.04643962848297213,3.76,제외,8.7,5
도봉구,주거/자연/교육,시설유지보수,14,4903073000.0,350219500.0,2026-04-21 09:52:40,0.11926605504587157,0.013824039574189793,0.9375,25.13,추천,16.1,1
도봉구,주거/자연/교육,건설/공사,10,1786130400.0,178613040.0,2026-04-07 09:31:23,0.08256880733944955,0.005006118132551853,0.6521739130434783,17.32,제외,8.9,2
도봉구,주거/자연/교육,보험/금융,1,185000000.0,185000000.0,2026-04-16 10:32:12,0.0,0.0004764735747668201,0.8108108108108107,16.23,데이터부족,8.0,3
도봉구,주거/자연/교육,폐기물/환경,14,76680854472.0,5477203890.857142,2024-12-10 10:20:37,0.11926605504587157,0.21688547492919158,0.05671077504725898,13.6,제외,16.6,4
도봉구,주거/자연/교육,인쇄/홍보물,10,6304461000.0,630446100.0,2025-10-21 16:05:19,0.08256880733944955,0.017788607061975454,0.14084507042253522,7.48,추천,25.7,5
동대문구,전통시장/패션/대학,시설유지보수,28,11611571161.0,414698970.03571427,2026-04-16 14:36:20,0.24770642201834864,0.032802576354132605,0.8333333333333334,30.04,추천,9.1,1
동대문구,전통시장/패션/대학,폐기물/환경,27,61013195000.0,2259747962.962963,2026-03-24 09:17:16,0.23853211009174313,0.1725612097346928,0.5,27.1,제외,7.6,2
동대문구,전통시장/패션/대학,건설/공사,12,17015154810.0,1417929567.5,2026-04-16 11:13:10,0.10091743119266056,0.04808947195503372,0.8333333333333334,23.16,제외,12.2,3
동대문구,전통시장/패션/대학,사무용품/소모품,10,3112500000.0,311250000.0,2026-03-17 22:10:02,0.08256880733944955,0.008758456380736706,0.45454545454545453,13.48,추천,16.2,4
동대문구,전통시장/패션/대학,행사/운영용역,12,3295043000.0,274586916.6666667,2026-03-09 11:07:11,0.10091743119266056,0.009274875846953669,0.4054054054054054,13.43,추천,11.2,5
