city,district,item_category,target_age_ratio,consumer_fit_score
경상남도,밀양시,행사/운영용역,0.376,0.3577
경상남도,밀양시,사무용품/소모품,0.376,0.3577
경상남도,밀양시,기타/미분류,0.376,0.3577
경상남도,밀양시,교육물품/교구,0.264,0.3017
경상남도,밀양시,급식/식자재,0.386,0.2832
경상남도,사천시,방역/소독,0.576,1.0
경상남도,사천시,폐기물/환경,0.454,0.9398
경상남도,사천시,조경/녹지관리,0.454,0.9398
경상남도,사천시,의료/복지용품,0.31,0.6117
경상남도,사천시,시설유지보수,0.426,0.5278
경상남도,사천시,차량/운송,0.426,0.5278
경상남도,사천시,전문용역/컨설팅,0.426,0.5278
경상남도,사천시,경비/보안,0.426,0.5278
경상남도,사천시,건설/공사,0.426,0.5278
경상남도,사천시,급수/전기/설비,0.426,0.5278
경상남도,사천시,보험/금융,0.426,0.5278
경상남도,사천시,청소/환경미화,0.426,0.5278
경상남도,사천시,IT장비/전산,0.376,0.3577
경상남도,사천시,인쇄/홍보물,0.376,0.3577
경상남도,사천시,행사/운영용역,0.376,0.3577
경상남도,사천시,사무용품/소모품,0.376,0.3577
경상남도,사천시,기타/미분류,0.376,0.3577
경상남도,사천시,교육물품/교구,0.264,0.3017
경상남도,사천시,급식/식자재,0.386,0.2832
경상남도,산청군,방역/소독,0.576,1.0
경상남도,산청군,폐기물/환경,0.454,0.9398
경상남도,산청군,조경/녹지관리,0.454,0.9398
경상남도,산청군,의료/복지용품,0.31,0.6117
경상남도,산청군,시설유지보수,0.426,0.5278
경상남도,산청군,차량/운송,0.426,0.5278
경상남도,산청군,전문용역/컨설팅,0.426,0.5278
경상남도,산청군,경비/보안,0.426,0.5278
경상남도,산청군,건설/공사,0.426,0.5278
경상남도,산청군,급수/전기/설비,0.426,0.5278
경상남도,산청군,보험/금융,0.426,0.5278
경상남도,산청군,청소/환경미화,0.426,0.5278
경상남도,산청군,IT장비/전산,0.376,0.3577
경상남도,산청군,인쇄/홍보물,0.376,0.3577
경상남도,산청군,행사/운영용역,0.376,0.3577
경상남도,산청군,사무용품/소모품,0.376,0.3577
경상남도,산청군,기타/미분류,0.376,0.3577
경상남도,산청군,교육물품/교구,0.264,0.3017
경상남도,산청군,급식/식자재,0.386,0.2832
경상남도,양산시,방역/소독,0.576,1.0
경상남도,양산시,폐기물/환경,0.454,0.9398
경상남도,양산시,조경/녹지관리,0.454,0.9398
경상남도,양산시,의료/복지용품,0.31,0.6117
경상남도,양산시,시설유지보수,0.426,0.5278
경상남도,양산시,차량/운송,0.426,0.5278
경상남도,양산시,전문용역/컨설팅,0.426,0.5278
경상남도,양산시,경비/보안,0.426,0.5278
경상남도,양산시,건설/공사,0.426,0.5278
경상남도,양산시,급수/전기/설비,0.426,0.5278
경상남도,양산시,보험/금융,0.426,0.5278
경상남도,양산시,청소/환경미화,0.426,0.5278
경상남도,양산시,IT장비/전산,0.376,0.3577
경상남도,양산시,인쇄/홍보물,0.376,0.3577
경상남도,양산시,행사/운영용역,0.376,0.3577
경상남도,양산시,사무용품/소모품,0.376,0.3577
경상남도,양산시,기타/미분류,0.376,0.3577
경상남도,양산시,교육물품/교구,0.264,0.3017
경상남도,양산시,급식/식자재,0.386,0.2832
경상남도,의령군,방역/소독,0.576,1.0
경상남도,의령군,폐기물/환경,0.454,0.9398
경상남도,의령군,조경/녹지관리,0.454,0.9398
경상남도,의령군,의료/복지용품,0.31,0.6117
경상남도,의령군,시설유지보수,0.426,0.5278
경상남도,의령군,차량/운송,0.426,0.5278
경상남도,의령군,전문용역/컨설팅,0.426,0.5278
경상남도,의령군,경비/보안,0.426,0.5278
경상남도,의령군,건설/공사,0.426,0.5278
경상남도,의령군,급수/전기/설비,0.426,0.5278
경상남도,의령군,보험/금융,0.426,0.5278
경상남도,의령군,청소/환경미화,0.426,0.5278
경상남도,의령군,IT장비/전산,0.376,0.3577
경상남도,의령군,인쇄/홍보물,0.376,0.3577
경상남도,의령군,행사/운영용역,0.376,0.3577
경상남도,의령군,사무용품/소모품,0.376,0.3577
경상남도,의령군,기타/미분류,0.376,0.3577
경상남도,의령군,교육물품/교구,0.264,0.3017
경상남도,의령군,급식/식자재,0.386,0.2832
경상남도,진주시,방역/소독,0.576,1.0
경상남도,진주시,폐기물/환경,0.454,0.9398
경상남도,진주시,조경/녹지관리,0.454,0.9398
경상남도,진주시,의료/복지용품,0.31,0.6117
경상남도,진주시,시설유지보수,0.426,0.5278
경상남도,진주시,차량/운송,0.426,0.5278
경상남도,진주시,전문용역/컨설팅,0.426,0.5278
경상남도,진주시,경비/보안,0.426,0.5278
경상남도,진주시,건설/공사,0.426,0.5278
경상남도,진주시,급수/전기/설비,0.426,0.5278
경상남도,진주시,보험/금융,0.426,0.5278
경상남도,진주시,청소/환경미화,0.426,0.5278
경상남도,진주시,IT장비/전산,0.376,0.3577
경상남도,진주시,인쇄/홍보물,0.376,0.3577
경상남도,진주시,행사/운영용역,0.376,0.3577
경상남도,진주시,사무용품/소모품,0.376,0.3577
경상남도,진주시,기타/미분류,0.376,0.3577
경상남도,진주시,교육물품/교구,0.264,0.3017
경상남도,진주시,급식/식자재,0.386,0.2832
경상남도,창녕군,방역/소독,0.576,1.0
경상남도,창녕군,폐기물/환경,0.454,0.9398
경상남도,창녕군,조경/녹지관리,0.454,0.9398
경상남도,창녕군,의료/복지용품,0.31,0.6117
경상남도,창녕군,시설유지보수,0.426,0.5278
경상남도,창녕군,차량/운송,0.426,0.5278
경상남도,창녕군,전문용역/컨설팅,0.426,0.5278
경상남도,창녕군,경비/보안,0.426,0.5278
경상남도,창녕군,건설/공사,0.426,0.5278
경상남도,창녕군,급수/전기/설비,0.426,0.5278
경상남도,창녕군,보험/금융,0.426,0.5278
경상남도,창녕군,청소/환경미화,0.426,0.5278
경상남도,창녕군,IT장비/전산,0.376,0.3577
경상남도,창녕군,인쇄/홍보물,0.376,0.3577
경상남도,창녕군,행사/운영용역,0.376,0.3577
경상남도,창녕군,사무용품/소모품,0.376,0.3577
경상남도,창녕군,기타/미분류,0.376,0.3577
경상남도,창녕군,교육물품/교구,0.264,0.3017
경상남도,창녕군,급식/식자재,0.386,0.2832
경상남도,창원시,방역/소독,0.576,1.0
경상남도,창원시,폐기물/환경,0.454,0.9398
경상남도,창원시,조경/녹지관리,0.454,0.9398
경상남도,창원시,의료/복지용품,0.31,0.6117
경상남도,창원시,시설유지보수,0.426,0.5278
경상남도,창원시,차량/운송,0.426,0.5278
경상남도,창원시,전문용역/컨설팅,0.426,0.5278
경상남도,창원시,경비/보안,0.426,0.5278
경상남도,창원시,건설/공사,0.426,0.5278
경상남도,창원시,급수/전기/설비,0.426,0.5278
경상남도,창원시,보험/금융,0.426,0.5278
경상남도,창원시,청소/환경미화,0.426,0.5278
경상남도,창원시,IT장비/전산,0.376,0.3577
경상남도,창원시,인쇄/홍보물,0.376,0.3577
경상남도,창원시,행사/운영용역,0.376,0.3577
경상남도,창원시,사무용품/소모품,0.376,0.3577
경상남도,창원시,기타/미분류,0.376,0.3577
경상남도,창원시,교육물품/교구,0.264,0.3017
경상남도,창원시,급식/식자재,0.386,0.2832
경상남도,통영시,방역/소독,0.576,1.0
경상남도,통영시,폐기물/환경,0.454,0.9398
경상남도,통영시,조경/녹지관리,0.454,0.9398
경상남도,통영시,의료/복지용품,0.31,0.6117
경상남도,통영시,시설유지보수,0.426,0.5278
경상남도,통영시,차량/운송,0.426,0.5278
경상남도,통영시,전문용역/컨설팅,0.426,0.5278
경상남도,통영시,경비/보안,0.426,0.5278
경상남도,통영시,건설/공사,0.426,0.5278
경상남도,통영시,급수/전기/설비,0.426,0.5278
경상남도,통영시,보험/금융,0.426,0.5278
경상남도,통영시,청소/환경미화,0.426,0.5278
경상남도,통영시,IT장비/전산,0.376,0.3577
경상남도,통영시,인쇄/홍보물,0.376,0.3577
경상남도,통영시,행사/운영용역,0.376,0.3577
경상남도,통영시,사무용품/소모품,0.376,0.3577
경상남도,통영시,기타/미분류,0.376,0.3577
경상남도,통영시,교육물품/교구,0.264,0.3017
경상남도,통영시,급식/식자재,0.386,0.2832
경상남도,하동군,방역/소독,0.576,1.0
경상남도,하동군,폐기물/환경,0.454,0.9398
경상남도,하동군,조경/녹지관리,0.454,0.9398
경상남도,하동군,의료/복지용품,0.31,0.6117
경상남도,하동군,시설유지보수,0.426,0.5278
경상남도,하동군,차량/운송,0.426,0.5278
경상남도,하동군,전문용역/컨설팅,0.426,0.5278
경상남도,하동군,경비/보안,0.426,0.5278
경상남도,하동군,건설/공사,0.426,0.5278
경상남도,하동군,급수/전기/설비,0.426,0.5278
경상남도,하동군,보험/금융,0.426,0.5278
경상남도,하동군,청소/환경미화,0.426,0.5278
경상남도,하동군,IT장비/전산,0.376,0.3577
경상남도,하동군,인쇄/홍보물,0.376,0.3577
경상남도,하동군,행사/운영용역,0.376,0.3577
경상남도,하동군,사무용품/소모품,0.376,0.3577
경상남도,하동군,기타/미분류,0.376,0.3577
경상남도,하동군,교육물품/교구,0.264,0.3017
경상남도,하동군,급식/식자재,0.386,0.2832
경상남도,함안군,방역/소독,0.576,1.0
경상남도,함안군,폐기물/환경,0.454,0.9398
경상남도,함안군,조경/녹지관리,0.454,0.9398
경상남도,함안군,의료/복지용품,0.31,0.6117
경상남도,함안군,시설유지보수,0.426,0.5278
경상남도,함안군,차량/운송,0.426,0.5278
경상남도,함안군,전문용역/컨설팅,0.426,0.5278
경상남도,함안군,경비/보안,0.426,0.5278
경상남도,함안군,건설/공사,0.426,0.5278
경상남도,함안군,급수/전기/설비,0.426,0.5278
경상남도,함안군,보험/금융,0.426,0.5278
경상남도,함안군,청소/환경미화,0.426,0.5278
경상남도,함안군,IT장비/전산,0.376,0.3577
경상남도,함안군,인쇄/홍보물,0.376,0.3577
경상남도,함안군,행사/운영용역,0.376,0.3577
경상남도,함안군,사무용품/소모품,0.376,0.3577
경상남도,함안군,기타/미분류,0.376,0.3577
경상남도,함안군,교육물품/교구,0.264,0.3017
경상남도,함안군,급식/식자재,0.386,0.2832
경상남도,함양군,방역/소독,0.576,1.0
경상남도,함양군,폐기물/환경,0.454,0.9398
경상남도,함양군,조경/녹지관리,0.454,0.9398
경상남도,함양군,의료/복지용품,0.31,0.6117
경상남도,함양군,시설유지보수,0.426,0.5278
경상남도,함양군,차량/운송,0.426,0.5278
경상남도,함양군,전문용역/컨설팅,0.426,0.5278
경상남도,함양군,경비/보안,0.426,0.5278
경상남도,함양군,건설/공사,0.426,0.5278
경상남도,함양군,급수/전기/설비,0.426,0.5278
경상남도,함양군,보험/금융,0.426,0.5278
경상남도,함양군,청소/환경미화,0.426,0.5278
경상남도,함양군,IT장비/전산,0.376,0.3577
경상남도,함양군,인쇄/홍보물,0.376,0.3577
경상남도,함양군,행사/운영용역,0.376,0.3577
경상남도,함양군,사무용품/소모품,0.376,0.3577
경상남도,함양군,기타/미분류,0.376,0.3577
경상남도,함양군,교육물품/교구,0.264,0.3017
경상남도,함양군,급식/식자재,0.386,0.2832
경상남도,합천군,방역/소독,0.576,1.0
경상남도,합천군,폐기물/환경,0.454,0.9398
경상남도,합천군,조경/녹지관리,0.454,0.9398
경상남도,합천군,의료/복지용품,0.31,0.6117
경상남도,합천군,시설유지보수,0.426,0.5278
경상남도,합천군,차량/운송,0.426,0.5278
경상남도,합천군,전문용역/컨설팅,0.426,0.5278
경상남도,합천군,경비/보안,0.426,0.5278
경상남도,합천군,건설/공사,0.426,0.5278
경상남도,합천군,급수/전기/설비,0.426,0.5278
경상남도,합천군,보험/금융,0.426,0.5278
경상남도,합천군,청소/환경미화,0.426,0.5278
경상남도,합천군,IT장비/전산,0.376,0.3577
경상남도,합천군,인쇄/홍보물,0.376,0.3577
경상남도,합천군,행사/운영용역,0.376,0.3577
경상남도,합천군,사무용품/소모품,0.376,0.3577
경상남도,합천군,기타/미분류,0.376,0.3577
경상남도,합천군,교육물품/교구,0.264,0.3017
경상남도,합천군,급식/식자재,0.386,0.2832
경상북도,경산시,폐기물/환경,0.458,0.9985
경상북도,경산시,조경/녹지관리,0.458,0.9985
경상북도,경산시,의료/복지용품,0.362,0.8883
경상북도,경산시,방역/소독,0.57,0.76
경상북도,경산시,시설유지보수,0.4,0.1667
경상북도,경산시,차량/운송,0.4,0.1667
경상북도,경산시,전문용역/컨설팅,0.4,0.1667
경상북도,경산시,경비/보안,0.4,0.1667
경상북도,경산시,건설/공사,0.4,0.1667
경상북도,경산시,급수/전기/설비,0.4,0.1667
경상북도,경산시,보험/금융,0.4,0.1667
경상북도,경산시,청소/환경미화,0.4,0.1667
경상북도,경산시,IT장비/전산,0.345,0.1057
경상북도,경산시,인쇄/홍보물,0.345,0.1057
경상북도,경산시,행사/운영용역,0.345,0.1057
경상북도,경산시,사무용품/소모품,0.345,0.1057
경상북도,경산시,기타/미분류,0.345,0.1057
경상북도,경산시,교육물품/교구,0.238,0.0776
경상북도,경산시,급식/식자재,0.35,0.0751
경상북도,경주시,폐기물/환경,0.458,0.9985
경상북도,경주시,조경/녹지관리,0.458,0.9985
경상북도,경주시,의료/복지용품,0.362,0.8883
경상북도,경주시,방역/소독,0.57,0.76
경상북도,경주시,시설유지보수,0.4,0.1667
경상북도,경주시,차량/운송,0.4,0.1667
경상북도,경주시,전문용역/컨설팅,0.4,0.1667
경상북도,경주시,경비/보안,0.4,0.1667
경상북도,경주시,건설/공사,0.4,0.1667
경상북도,경주시,급수/전기/설비,0.4,0.1667
경상북도,경주시,보험/금융,0.4,0.1667
경상북도,경주시,청소/환경미화,0.4,0.1667
경상북도,경주시,IT장비/전산,0.345,0.1057
경상북도,경주시,인쇄/홍보물,0.345,0.1057
경상북도,경주시,행사/운영용역,0.345,0.1057
경상북도,경주시,사무용품/소모품,0.345,0.1057
경상북도,경주시,기타/미분류,0.345,0.1057
경상북도,경주시,교육물품/교구,0.238,0.0776
경상북도,경주시,급식/식자재,0.35,0.0751
경상북도,고령군,폐기물/환경,0.458,0.9985
경상북도,고령군,조경/녹지관리,0.458,0.9985
경상북도,고령군,의료/복지용품,0.362,0.8883
경상북도,고령군,방역/소독,0.57,0.76
경상북도,고령군,시설유지보수,0.4,0.1667
경상북도,고령군,차량/운송,0.4,0.1667
경상북도,고령군,전문용역/컨설팅,0.4,0.1667
경상북도,고령군,경비/보안,0.4,0.1667
경상북도,고령군,건설/공사,0.4,0.1667
경상북도,고령군,급수/전기/설비,0.4,0.1667
경상북도,고령군,보험/금융,0.4,0.1667
경상북도,고령군,청소/환경미화,0.4,0.1667
경상북도,고령군,IT장비/전산,0.345,0.1057
경상북도,고령군,인쇄/홍보물,0.345,0.1057
경상북도,고령군,행사/운영용역,0.345,0.1057
경상북도,고령군,사무용품/소모품,0.345,0.1057
경상북도,고령군,기타/미분류,0.345,0.1057
경상북도,고령군,교육물품/교구,0.238,0.0776
경상북도,고령군,급식/식자재,0.35,0.0751
경상북도,구미시,폐기물/환경,0.458,0.9985
경상북도,구미시,조경/녹지관리,0.458,0.9985
경상북도,구미시,의료/복지용품,0.362,0.8883
경상북도,구미시,방역/소독,0.57,0.76
경상북도,구미시,시설유지보수,0.4,0.1667
경상북도,구미시,차량/운송,0.4,0.1667
경상북도,구미시,전문용역/컨설팅,0.4,0.1667
경상북도,구미시,경비/보안,0.4,0.1667
경상북도,구미시,건설/공사,0.4,0.1667
경상북도,구미시,급수/전기/설비,0.4,0.1667
경상북도,구미시,보험/금융,0.4,0.1667
경상북도,구미시,청소/환경미화,0.4,0.1667
경상북도,구미시,IT장비/전산,0.345,0.1057
경상북도,구미시,인쇄/홍보물,0.345,0.1057
경상북도,구미시,행사/운영용역,0.345,0.1057
경상북도,구미시,사무용품/소모품,0.345,0.1057
경상북도,구미시,기타/미분류,0.345,0.1057
경상북도,구미시,교육물품/교구,0.238,0.0776
경상북도,구미시,급식/식자재,0.35,0.0751
경상북도,김천시,폐기물/환경,0.458,0.9985
경상북도,김천시,조경/녹지관리,0.458,0.9985
경상북도,김천시,의료/복지용품,0.362,0.8883
경상북도,김천시,방역/소독,0.57,0.76
경상북도,김천시,시설유지보수,0.4,0.1667
경상북도,김천시,차량/운송,0.4,0.1667
경상북도,김천시,전문용역/컨설팅,0.4,0.1667
경상북도,김천시,경비/보안,0.4,0.1667
경상북도,김천시,건설/공사,0.4,0.1667
경상북도,김천시,급수/전기/설비,0.4,0.1667
경상북도,김천시,보험/금융,0.4,0.1667
경상북도,김천시,청소/환경미화,0.4,0.1667
경상북도,김천시,IT장비/전산,0.345,0.1057
경상북도,김천시,인쇄/홍보물,0.345,0.1057
경상북도,김천시,행사/운영용역,0.345,0.1057
경상북도,김천시,사무용품/소모품,0.345,0.1057
경상북도,김천시,기타/미분류,0.345,0.1057
경상북도,김천시,교육물품/교구,0.238,0.0776
경상북도,김천시,급식/식자재,0.35,0.0751
경상북도,문경시,폐기물/환경,0.458,0.9985
경상북도,문경시,조경/녹지관리,0.458,0.9985
경상북도,문경시,의료/복지용품,0.362,0.8883
경상북도,문경시,방역/소독,0.57,0.76
경상북도,문경시,시설유지보수,0.4,0.1667
경상북도,문경시,차량/운송,0.4,0.1667
경상북도,문경시,전문용역/컨설팅,0.4,0.1667
경상북도,문경시,경비/보안,0.4,0.1667
경상북도,문경시,건설/공사,0.4,0.1667
경상북도,문경시,급수/전기/설비,0.4,0.1667
경상북도,문경시,보험/금융,0.4,0.1667
경상북도,문경시,청소/환경미화,0.4,0.1667
경상북도,문경시,IT장비/전산,0.345,0.1057
경상북도,문경시,인쇄/홍보물,0.345,0.1057
경상북도,문경시,행사/운영용역,0.345,0.1057
경상북도,문경시,사무용품/소모품,0.345,0.1057
경상북도,문경시,기타/미분류,0.345,0.1057
경상북도,문경시,교육물품/교구,0.238,0.0776
경상북도,문경시,급식/식자재,0.35,0.0751
경상북도,봉화군,폐기물/환경,0.458,0.9985
경상북도,봉화군,조경/녹지관리,0.458,0.9985
경상북도,봉화군,의료/복지용품,0.362,0.8883
경상북도,봉화군,방역/소독,0.57,0.76
경상북도,봉화군,시설유지보수,0.4,0.1667
경상북도,봉화군,차량/운송,0.4,0.1667
경상북도,봉화군,전문용역/컨설팅,0.4,0.1667
경상북도,봉화군,경비/보안,0.4,0.1667
경상북도,봉화군,건설/공사,0.4,0.1667
경상북도,봉화군,급수/전기/설비,0.4,0.1667
경상북도,봉화군,보험/금융,0.4,0.1667
경상북도,봉화군,청소/환경미화,0.4,0.1667
경상북도,봉화군,IT장비/전산,0.345,0.1057
경상북도,봉화군,인쇄/홍보물,0.345,0.1057
경상북도,봉화군,행사/운영용역,0.345,0.1057
경상북도,봉화군,사무용품/소모품,0.345,0.1057
경상북도,봉화군,기타/미분류,0.345,0.1057
경상북도,봉화군,교육물품/교구,0.238,0.0776
경상북도,봉화군,급식/식자재,0.35,0.0751
경상북도,상주시,폐기물/환경,0.458,0.9985
경상북도,상주시,조경/녹지관리,0.458,0.9985
경상북도,상주시,의료/복지용품,0.362,0.8883
경상북도,상주시,방역/소독,0.57,0.76
경상북도,상주시,시설유지보수,0.4,0.1667
경상북도,상주시,차량/운송,0.4,0.1667
경상북도,상주시,전문용역/컨설팅,0.4,0.1667
경상북도,상주시,경비/보안,0.4,0.1667
경상북도,상주시,건설/공사,0.4,0.1667
경상북도,상주시,급수/전기/설비,0.4,0.1667
경상북도,상주시,보험/금융,0.4,0.1667
경상북도,상주시,청소/환경미화,0.4,0.1667
경상북도,상주시,IT장비/전산,0.345,0.1057
경상북도,상주시,인쇄/홍보물,0.345,0.1057
경상북도,상주시,행사/운영용역,0.345,0.1057
경상북도,상주시,사무용품/소모품,0.345,0.1057
경상북도,상주시,기타/미분류,0.345,0.1057
경상북도,상주시,교육물품/교구,0.238,0.0776
경상북도,상주시,급식/식자재,0.35,0.0751
경상북도,성주군,폐기물/환경,0.458,0.9985
경상북도,성주군,조경/녹지관리,0.458,0.9985
경상북도,성주군,의료/복지용품,0.362,0.8883
경상북도,성주군,방역/소독,0.57,0.76
경상북도,성주군,시설유지보수,0.4,0.1667
경상북도,성주군,차량/운송,0.4,0.1667
경상북도,성주군,전문용역/컨설팅,0.4,0.1667
경상북도,성주군,경비/보안,0.4,0.1667
경상북도,성주군,건설/공사,0.4,0.1667
경상북도,성주군,급수/전기/설비,0.4,0.1667
경상북도,성주군,보험/금융,0.4,0.1667
경상북도,성주군,청소/환경미화,0.4,0.1667
경상북도,성주군,IT장비/전산,0.345,0.1057
경상북도,성주군,인쇄/홍보물,0.345,0.1057
경상북도,성주군,행사/운영용역,0.345,0.1057
경상북도,성주군,사무용품/소모품,0.345,0.1057
경상북도,성주군,기타/미분류,0.345,0.1057
경상북도,성주군,교육물품/교구,0.238,0.0776
경상북도,성주군,급식/식자재,0.35,0.0751
경상북도,안동시,폐기물/환경,0.458,0.9985
경상북도,안동시,조경/녹지관리,0.458,0.9985
경상북도,안동시,의료/복지용품,0.362,0.8883
경상북도,안동시,방역/소독,0.57,0.76
경상북도,안동시,시설유지보수,0.4,0.1667
경상북도,안동시,차량/운송,0.4,0.1667
경상북도,안동시,전문용역/컨설팅,0.4,0.1667
경상북도,안동시,경비/보안,0.4,0.1667
경상북도,안동시,건설/공사,0.4,0.1667
경상북도,안동시,급수/전기/설비,0.4,0.1667
경상북도,안동시,보험/금융,0.4,0.1667
경상북도,안동시,청소/환경미화,0.4,0.1667
경상북도,안동시,IT장비/전산,0.345,0.1057
경상북도,안동시,인쇄/홍보물,0.345,0.1057
경상북도,안동시,행사/운영용역,0.345,0.1057
경상북도,안동시,사무용품/소모품,0.345,0.1057
경상북도,안동시,기타/미분류,0.345,0.1057
경상북도,안동시,교육물품/교구,0.238,0.0776
경상북도,안동시,급식/식자재,0.35,0.0751
경상북도,영덕군,폐기물/환경,0.458,0.9985
경상북도,영덕군,조경/녹지관리,0.458,0.9985
경상북도,영덕군,의료/복지용품,0.362,0.8883
경상북도,영덕군,방역/소독,0.57,0.76
경상북도,영덕군,시설유지보수,0.4,0.1667
경상북도,영덕군,차량/운송,0.4,0.1667
경상북도,영덕군,전문용역/컨설팅,0.4,0.1667
경상북도,영덕군,경비/보안,0.4,0.1667
경상북도,영덕군,건설/공사,0.4,0.1667
경상북도,영덕군,급수/전기/설비,0.4,0.1667
경상북도,영덕군,보험/금융,0.4,0.1667
경상북도,영덕군,청소/환경미화,0.4,0.1667
경상북도,영덕군,IT장비/전산,0.345,0.1057
경상북도,영덕군,인쇄/홍보물,0.345,0.1057
경상북도,영덕군,행사/운영용역,0.345,0.1057
경상북도,영덕군,사무용품/소모품,0.345,0.1057
경상북도,영덕군,기타/미분류,0.345,0.1057
경상북도,영덕군,교육물품/교구,0.238,0.0776
경상북도,영덕군,급식/식자재,0.35,0.0751
경상북도,영양군,폐기물/환경,0.458,0.9985
경상북도,영양군,조경/녹지관리,0.458,0.9985
경상북도,영양군,의료/복지용품,0.362,0.8883
경상북도,영양군,방역/소독,0.57,0.76
경상북도,영양군,시설유지보수,0.4001,0.1681
경상북도,영양군,차량/운송,0.4001,0.1681
경상북도,영양군,전문용역/컨설팅,0.4001,0.1681
경상북도,영양군,경비/보안,0.4001,0.1681
경상북도,영양군,건설/공사,0.4001,0.1681
경상북도,영양군,급수/전기/설비,0.4001,0.1681
경상북도,영양군,보험/금융,0.4001,0.1681
경상북도,영양군,청소/환경미화,0.4001,0.1681
경상북도,영양군,IT장비/전산,0.345,0.1057
경상북도,영양군,인쇄/홍보물,0.345,0.1057
경상북도,영양군,행사/운영용역,0.345,0.1057
경상북도,영양군,사무용품/소모품,0.345,0.1057
경상북도,영양군,기타/미분류,0.345,0.1057
경상북도,영양군,교육물품/교구,0.238,0.0776
경상북도,영양군,급식/식자재,0.35,0.0751
경상북도,영주시,폐기물/환경,0.458,0.9985
경상북도,영주시,조경/녹지관리,0.458,0.9985
경상북도,영주시,의료/복지용품,0.362,0.8883
경상북도,영주시,방역/소독,0.57,0.76
경상북도,영주시,시설유지보수,0.4,0.1667
경상북도,영주시,차량/운송,0.4,0.1667
경상북도,영주시,전문용역/컨설팅,0.4,0.1667
경상북도,영주시,경비/보안,0.4,0.1667
경상북도,영주시,건설/공사,0.4,0.1667
경상북도,영주시,급수/전기/설비,0.4,0.1667
경상북도,영주시,보험/금융,0.4,0.1667
경상북도,영주시,청소/환경미화,0.4,0.1667
경상북도,영주시,IT장비/전산,0.345,0.1057
경상북도,영주시,인쇄/홍보물,0.345,0.1057
경상북도,영주시,행사/운영용역,0.345,0.1057
경상북도,영주시,사무용품/소모품,0.345,0.1057
경상북도,영주시,기타/미분류,0.345,0.1057
경상북도,영주시,교육물품/교구,0.238,0.0776
경상북도,영주시,급식/식자재,0.35,0.0751
경상북도,영천시,폐기물/환경,0.458,0.9985
경상북도,영천시,조경/녹지관리,0.458,0.9985
경상북도,영천시,의료/복지용품,0.362,0.8883
경상북도,영천시,방역/소독,0.57,0.76
경상북도,영천시,시설유지보수,0.4,0.1667
경상북도,영천시,차량/운송,0.4,0.1667
경상북도,영천시,전문용역/컨설팅,0.4,0.1667
경상북도,영천시,경비/보안,0.4,0.1667
경상북도,영천시,건설/공사,0.4,0.1667
경상북도,영천시,급수/전기/설비,0.4,0.1667
경상북도,영천시,보험/금융,0.4,0.1667
경상북도,영천시,청소/환경미화,0.4,0.1667
경상북도,영천시,IT장비/전산,0.345,0.1057
경상북도,영천시,인쇄/홍보물,0.345,0.1057
경상북도,영천시,행사/운영용역,0.345,0.1057
경상북도,영천시,사무용품/소모품,0.345,0.1057
경상북도,영천시,기타/미분류,0.345,0.1057
경상북도,영천시,교육물품/교구,0.238,0.0776
경상북도,영천시,급식/식자재,0.35,0.0751
경상북도,예천군,폐기물/환경,0.458,0.9985
경상북도,예천군,조경/녹지관리,0.458,0.9985
경상북도,예천군,의료/복지용품,0.362,0.8883
경상북도,예천군,방역/소독,0.57,0.76
경상북도,예천군,시설유지보수,0.4,0.1667
경상북도,예천군,차량/운송,0.4,0.1667
경상북도,예천군,전문용역/컨설팅,0.4,0.1667
경상북도,예천군,경비/보안,0.4,0.1667
경상북도,예천군,건설/공사,0.4,0.1667
경상북도,예천군,급수/전기/설비,0.4,0.1667
경상북도,예천군,보험/금융,0.4,0.1667
경상북도,예천군,청소/환경미화,0.4,0.1667
경상북도,예천군,IT장비/전산,0.345,0.1057
경상북도,예천군,인쇄/홍보물,0.345,0.1057
경상북도,예천군,행사/운영용역,0.345,0.1057
경상북도,예천군,사무용품/소모품,0.345,0.1057
경상북도,예천군,기타/미분류,0.345,0.1057
경상북도,예천군,교육물품/교구,0.238,0.0776
경상북도,예천군,급식/식자재,0.35,0.0751
경상북도,울릉군,폐기물/환경,0.4581,1.0
경상북도,울릉군,조경/녹지관리,0.4581,1.0
경상북도,울릉군,의료/복지용품,0.362,0.8883
경상북도,울릉군,방역/소독,0.5701,0.764
경상북도,울릉군,시설유지보수,0.4001,0.1681
경상북도,울릉군,차량/운송,0.4001,0.1681
경상북도,울릉군,전문용역/컨설팅,0.4001,0.1681
경상북도,울릉군,경비/보안,0.4001,0.1681
경상북도,울릉군,건설/공사,0.4001,0.1681
경상북도,울릉군,급수/전기/설비,0.4001,0.1681
경상북도,울릉군,보험/금융,0.4001,0.1681
경상북도,울릉군,청소/환경미화,0.4001,0.1681
경상북도,울릉군,IT장비/전산,0.345,0.1057
경상북도,울릉군,인쇄/홍보물,0.345,0.1057
경상북도,울릉군,행사/운영용역,0.345,0.1057
경상북도,울릉군,사무용품/소모품,0.345,0.1057
경상북도,울릉군,기타/미분류,0.345,0.1057
경상북도,울릉군,교육물품/교구,0.2379,0.0767
경상북도,울릉군,급식/식자재,0.3499,0.0746
경상북도,울진군,폐기물/환경,0.458,0.9985
경상북도,울진군,조경/녹지관리,0.458,0.9985
경상북도,울진군,의료/복지용품,0.362,0.8883
