city,district,item_category,target_age_ratio,consumer_fit_score
대전광역시,중구,사무용품/소모품,0.413,0.6585
대전광역시,중구,기타/미분류,0.413,0.6585
대전광역시,중구,급식/식자재,0.432,0.5491
대전광역시,중구,교육물품/교구,0.292,0.5431
대전광역시,중구,시설유지보수,0.426,0.5278
대전광역시,중구,차량/운송,0.426,0.5278
대전광역시,중구,전문용역/컨설팅,0.426,0.5278
대전광역시,중구,경비/보안,0.426,0.5278
대전광역시,중구,건설/공사,0.426,0.5278
대전광역시,중구,급수/전기/설비,0.426,0.5278
대전광역시,중구,보험/금융,0.426,0.5278
대전광역시,중구,청소/환경미화,0.426,0.5278
대전광역시,중구,의료/복지용품,0.282,0.4628
대전광역시,중구,폐기물/환경,0.411,0.3084
대전광역시,중구,조경/녹지관리,0.411,0.3084
대전광역시,중구,방역/소독,0.551,0.0
부산광역시,강서구,의료/복지용품,0.323,0.6809
부산광역시,강서구,폐기물/환경,0.435,0.6608
부산광역시,강서구,조경/녹지관리,0.435,0.6608
부산광역시,강서구,방역/소독,0.565,0.56
부산광역시,강서구,시설유지보수,0.42,0.4444
부산광역시,강서구,차량/운송,0.42,0.4444
부산광역시,강서구,전문용역/컨설팅,0.42,0.4444
부산광역시,강서구,경비/보안,0.42,0.4444
부산광역시,강서구,건설/공사,0.42,0.4444
부산광역시,강서구,급수/전기/설비,0.42,0.4444
부산광역시,강서구,보험/금융,0.42,0.4444
부산광역시,강서구,청소/환경미화,0.42,0.4444
부산광역시,강서구,IT장비/전산,0.385,0.4309
부산광역시,강서구,인쇄/홍보물,0.385,0.4309
부산광역시,강서구,행사/운영용역,0.385,0.4309
부산광역시,강서구,사무용품/소모품,0.385,0.4309
부산광역시,강서구,기타/미분류,0.385,0.4309
부산광역시,강서구,급식/식자재,0.387,0.289
부산광역시,강서구,교육물품/교구,0.257,0.2414
부산광역시,금정구,의료/복지용품,0.323,0.6809
부산광역시,금정구,폐기물/환경,0.435,0.6608
부산광역시,금정구,조경/녹지관리,0.435,0.6608
부산광역시,금정구,방역/소독,0.565,0.56
부산광역시,금정구,시설유지보수,0.42,0.4444
부산광역시,금정구,차량/운송,0.42,0.4444
부산광역시,금정구,전문용역/컨설팅,0.42,0.4444
부산광역시,금정구,경비/보안,0.42,0.4444
부산광역시,금정구,건설/공사,0.42,0.4444
부산광역시,금정구,급수/전기/설비,0.42,0.4444
부산광역시,금정구,보험/금융,0.42,0.4444
부산광역시,금정구,청소/환경미화,0.42,0.4444
부산광역시,금정구,IT장비/전산,0.385,0.4309
부산광역시,금정구,인쇄/홍보물,0.385,0.4309
부산광역시,금정구,행사/운영용역,0.385,0.4309
부산광역시,금정구,사무용품/소모품,0.385,0.4309
부산광역시,금정구,기타/미분류,0.385,0.4309
부산광역시,금정구,급식/식자재,0.387,0.289
부산광역시,금정구,교육물품/교구,0.257,0.2414
부산광역시,기장군,의료/복지용품,0.323,0.6809
부산광역시,기장군,폐기물/환경,0.435,0.6608
부산광역시,기장군,조경/녹지관리,0.435,0.6608
부산광역시,기장군,방역/소독,0.565,0.56
부산광역시,기장군,시설유지보수,0.42,0.4444
부산광역시,기장군,차량/운송,0.42,0.4444
부산광역시,기장군,전문용역/컨설팅,0.42,0.4444
부산광역시,기장군,경비/보안,0.42,0.4444
부산광역시,기장군,건설/공사,0.42,0.4444
부산광역시,기장군,급수/전기/설비,0.42,0.4444
부산광역시,기장군,보험/금융,0.42,0.4444
부산광역시,기장군,청소/환경미화,0.42,0.4444
부산광역시,기장군,IT장비/전산,0.385,0.4309
부산광역시,기장군,인쇄/홍보물,0.385,0.4309
부산광역시,기장군,행사/운영용역,0.385,0.4309
부산광역시,기장군,사무용품/소모품,0.385,0.4309
부산광역시,기장군,기타/미분류,0.385,0.4309
부산광역시,기장군,급식/식자재,0.387,0.289
부산광역시,기장군,교육물품/교구,0.257,0.2414
부산광역시,남구,의료/복지용품,0.323,0.6809
부산광역시,남구,폐기물/환경,0.435,0.6608
부산광역시,남구,조경/녹지관리,0.435,0.6608
부산광역시,남구,방역/소독,0.565,0.56
부산광역시,남구,시설유지보수,0.42,0.4444
부산광역시,남구,차량/운송,0.42,0.4444
부산광역시,남구,전문용역/컨설팅,0.42,0.4444
부산광역시,남구,경비/보안,0.42,0.4444
부산광역시,남구,건설/공사,0.42,0.4444
부산광역시,남구,급수/전기/설비,0.42,0.4444
부산광역시,남구,보험/금융,0.42,0.4444
부산광역시,남구,청소/환경미화,0.42,0.4444
부산광역시,남구,IT장비/전산,0.385,0.4309
부산광역시,남구,인쇄/홍보물,0.385,0.4309
부산광역시,남구,행사/운영용역,0.385,0.4309
부산광역시,남구,사무용품/소모품,0.385,0.4309
부산광역시,남구,기타/미분류,0.385,0.4309
부산광역시,남구,급식/식자재,0.387,0.289
부산광역시,남구,교육물품/교구,0.257,0.2414
부산광역시,동구,의료/복지용품,0.323,0.6809
부산광역시,동구,폐기물/환경,0.435,0.6608
부산광역시,동구,조경/녹지관리,0.435,0.6608
부산광역시,동구,방역/소독,0.565,0.56
부산광역시,동구,시설유지보수,0.42,0.4444
부산광역시,동구,차량/운송,0.42,0.4444
부산광역시,동구,전문용역/컨설팅,0.42,0.4444
부산광역시,동구,경비/보안,0.42,0.4444
부산광역시,동구,건설/공사,0.42,0.4444
부산광역시,동구,급수/전기/설비,0.42,0.4444
부산광역시,동구,보험/금융,0.42,0.4444
부산광역시,동구,청소/환경미화,0.42,0.4444
부산광역시,동구,IT장비/전산,0.385,0.4309
부산광역시,동구,인쇄/홍보물,0.385,0.4309
부산광역시,동구,행사/운영용역,0.385,0.4309
부산광역시,동구,사무용품/소모품,0.385,0.4309
부산광역시,동구,기타/미분류,0.385,0.4309
부산광역시,동구,급식/식자재,0.387,0.289
부산광역시,동구,교육물품/교구,0.257,0.2414
부산광역시,동래구,의료/복지용품,0.323,0.6809
부산광역시,동래구,폐기물/환경,0.435,0.6608
부산광역시,동래구,조경/녹지관리,0.435,0.6608
부산광역시,동래구,방역/소독,0.565,0.56
부산광역시,동래구,시설유지보수,0.42,0.4444
부산광역시,동래구,차량/운송,0.42,0.4444
부산광역시,동래구,전문용역/컨설팅,0.42,0.4444
부산광역시,동래구,경비/보안,0.42,0.4444
부산광역시,동래구,건설/공사,0.42,0.4444
부산광역시,동래구,급수/전기/설비,0.42,0.4444
부산광역시,동래구,보험/금융,0.42,0.4444
부산광역시,동래구,청소/환경미화,0.42,0.4444
부산광역시,동래구,IT장비/전산,0.385,0.4309
부산광역시,동래구,인쇄/홍보물,0.385,0.4309
부산광역시,동래구,행사/운영용역,0.385,0.4309
부산광역시,동래구,사무용품/소모품,0.385,0.4309
부산광역시,동래구,기타/미분류,0.385,0.4309
부산광역시,동래구,급식/식자재,0.387,0.289
부산광역시,동래구,교육물품/교구,0.257,0.2414
부산광역시,부산진구,의료/복지용품,0.323,0.6809
부산광역시,부산진구,폐기물/환경,0.435,0.6608
부산광역시,부산진구,조경/녹지관리,0.435,0.6608
부산광역시,부산진구,방역/소독,0.565,0.56
부산광역시,부산진구,시설유지보수,0.42,0.4444
부산광역시,부산진구,차량/운송,0.42,0.4444
부산광역시,부산진구,전문용역/컨설팅,0.42,0.4444
부산광역시,부산진구,경비/보안,0.42,0.4444
부산광역시,부산진구,건설/공사,0.42,0.4444
부산광역시,부산진구,급수/전기/설비,0.42,0.4444
부산광역시,부산진구,보험/금융,0.42,0.4444
부산광역시,부산진구,청소/환경미화,0.42,0.4444
부산광역시,부산진구,IT장비/전산,0.385,0.4309
부산광역시,부산진구,인쇄/홍보물,0.385,0.4309
부산광역시,부산진구,행사/운영용역,0.385,0.4309
부산광역시,부산진구,사무용품/소모품,0.385,0.4309
부산광역시,부산진구,기타/미분류,0.385,0.4309
부산광역시,부산진구,급식/식자재,0.387,0.289
부산광역시,부산진구,교육물품/교구,0.257,0.2414
부산광역시,북구,의료/복지용품,0.323,0.6809
부산광역시,북구,폐기물/환경,0.435,0.6608
부산광역시,북구,조경/녹지관리,0.435,0.6608
부산광역시,북구,방역/소독,0.565,0.56
부산광역시,북구,시설유지보수,0.42,0.4444
부산광역시,북구,차량/운송,0.42,0.4444
부산광역시,북구,전문용역/컨설팅,0.42,0.4444
부산광역시,북구,경비/보안,0.42,0.4444
부산광역시,북구,건설/공사,0.42,0.4444
부산광역시,북구,급수/전기/설비,0.42,0.4444
부산광역시,북구,보험/금융,0.42,0.4444
부산광역시,북구,청소/환경미화,0.42,0.4444
부산광역시,북구,IT장비/전산,0.385,0.4309
부산광역시,북구,인쇄/홍보물,0.385,0.4309
부산광역시,북구,행사/운영용역,0.385,0.4309
부산광역시,북구,사무용품/소모품,0.385,0.4309
부산광역시,북구,기타/미분류,0.385,0.4309
부산광역시,북구,급식/식자재,0.387,0.289
부산광역시,북구,교육물품/교구,0.257,0.2414
부산광역시,사상구,의료/복지용품,0.323,0.6809
부산광역시,사상구,폐기물/환경,0.435,0.6608
부산광역시,사상구,조경/녹지관리,0.435,0.6608
부산광역시,사상구,방역/소독,0.565,0.56
부산광역시,사상구,시설유지보수,0.42,0.4444
부산광역시,사상구,차량/운송,0.42,0.4444
부산광역시,사상구,전문용역/컨설팅,0.42,0.4444
부산광역시,사상구,경비/보안,0.42,0.4444
부산광역시,사상구,건설/공사,0.42,0.4444
부산광역시,사상구,급수/전기/설비,0.42,0.4444
부산광역시,사상구,보험/금융,0.42,0.4444
부산광역시,사상구,청소/환경미화,0.42,0.4444
부산광역시,사상구,IT장비/전산,0.385,0.4309
부산광역시,사상구,인쇄/홍보물,0.385,0.4309
부산광역시,사상구,행사/운영용역,0.385,0.4309
부산광역시,사상구,사무용품/소모품,0.385,0.4309
부산광역시,사상구,기타/미분류,0.385,0.4309
부산광역시,사상구,급식/식자재,0.387,0.289
부산광역시,사상구,교육물품/교구,0.257,0.2414
부산광역시,사하구,의료/복지용품,0.323,0.6809
부산광역시,사하구,폐기물/환경,0.435,0.6608
부산광역시,사하구,조경/녹지관리,0.435,0.6608
부산광역시,사하구,방역/소독,0.565,0.56
부산광역시,사하구,시설유지보수,0.42,0.4444
부산광역시,사하구,차량/운송,0.42,0.4444
부산광역시,사하구,전문용역/컨설팅,0.42,0.4444
부산광역시,사하구,경비/보안,0.42,0.4444
부산광역시,사하구,건설/공사,0.42,0.4444
부산광역시,사하구,급수/전기/설비,0.42,0.4444
부산광역시,사하구,보험/금융,0.42,0.4444
부산광역시,사하구,청소/환경미화,0.42,0.4444
부산광역시,사하구,IT장비/전산,0.385,0.4309
부산광역시,사하구,인쇄/홍보물,0.385,0.4309
부산광역시,사하구,행사/운영용역,0.385,0.4309
부산광역시,사하구,사무용품/소모품,0.385,0.4309
부산광역시,사하구,기타/미분류,0.385,0.4309
부산광역시,사하구,급식/식자재,0.387,0.289
부산광역시,사하구,교육물품/교구,0.257,0.2414
부산광역시,서구,의료/복지용품,0.323,0.6809
부산광역시,서구,폐기물/환경,0.435,0.6608
부산광역시,서구,조경/녹지관리,0.435,0.6608
부산광역시,서구,방역/소독,0.565,0.56
부산광역시,서구,시설유지보수,0.42,0.4444
부산광역시,서구,차량/운송,0.42,0.4444
부산광역시,서구,전문용역/컨설팅,0.42,0.4444
부산광역시,서구,경비/보안,0.42,0.4444
부산광역시,서구,건설/공사,0.42,0.4444
부산광역시,서구,급수/전기/설비,0.42,0.4444
부산광역시,서구,보험/금융,0.42,0.4444
부산광역시,서구,청소/환경미화,0.42,0.4444
부산광역시,서구,IT장비/전산,0.385,0.4309
부산광역시,서구,인쇄/홍보물,0.385,0.4309
부산광역시,서구,행사/운영용역,0.385,0.4309
부산광역시,서구,사무용품/소모품,0.385,0.4309
부산광역시,서구,기타/미분류,0.385,0.4309
부산광역시,서구,급식/식자재,0.387,0.289
부산광역시,서구,교육물품/교구,0.257,0.2414
부산광역시,수영구,의료/복지용품,0.323,0.6809
부산광역시,수영구,폐기물/환경,0.435,0.6608
부산광역시,수영구,조경/녹지관리,0.435,0.6608
부산광역시,수영구,방역/소독,0.565,0.56
부산광역시,수영구,시설유지보수,0.42,0.4444
부산광역시,수영구,차량/운송,0.42,0.4444
부산광역시,수영구,전문용역/컨설팅,0.42,0.4444
부산광역시,수영구,경비/보안,0.42,0.4444
부산광역시,수영구,건설/공사,0.42,0.4444
부산광역시,수영구,급수/전기/설비,0.42,0.4444
부산광역시,수영구,보험/금융,0.42,0.4444
부산광역시,수영구,청소/환경미화,0.42,0.4444
부산광역시,수영구,IT장비/전산,0.385,0.4309
부산광역시,수영구,인쇄/홍보물,0.385,0.4309
부산광역시,수영구,행사/운영용역,0.385,0.4309
부산광역시,수영구,사무용품/소모품,0.385,0.4309
부산광역시,수영구,기타/미분류,0.385,0.4309
부산광역시,수영구,급식/식자재,0.387,0.289
부산광역시,수영구,교육물품/교구,0.257,0.2414
부산광역시,연제구,의료/복지용품,0.323,0.6809
부산광역시,연제구,폐기물/환경,0.435,0.6608
부산광역시,연제구,조경/녹지관리,0.435,0.6608
부산광역시,연제구,방역/소독,0.565,0.56
부산광역시,연제구,시설유지보수,0.42,0.4444
부산광역시,연제구,차량/운송,0.42,0.4444
부산광역시,연제구,전문용역/컨설팅,0.42,0.4444
부산광역시,연제구,경비/보안,0.42,0.4444
부산광역시,연제구,건설/공사,0.42,0.4444
부산광역시,연제구,급수/전기/설비,0.42,0.4444
부산광역시,연제구,보험/금융,0.42,0.4444
부산광역시,연제구,청소/환경미화,0.42,0.4444
부산광역시,연제구,IT장비/전산,0.385,0.4309
부산광역시,연제구,인쇄/홍보물,0.385,0.4309
부산광역시,연제구,행사/운영용역,0.385,0.4309
부산광역시,연제구,사무용품/소모품,0.385,0.4309
부산광역시,연제구,기타/미분류,0.385,0.4309
부산광역시,연제구,급식/식자재,0.387,0.289
부산광역시,연제구,교육물품/교구,0.257,0.2414
부산광역시,영도구,의료/복지용품,0.323,0.6809
부산광역시,영도구,폐기물/환경,0.435,0.6608
부산광역시,영도구,조경/녹지관리,0.435,0.6608
부산광역시,영도구,방역/소독,0.565,0.56
부산광역시,영도구,시설유지보수,0.42,0.4444
부산광역시,영도구,차량/운송,0.42,0.4444
부산광역시,영도구,전문용역/컨설팅,0.42,0.4444
부산광역시,영도구,경비/보안,0.42,0.4444
부산광역시,영도구,건설/공사,0.42,0.4444
부산광역시,영도구,급수/전기/설비,0.42,0.4444
부산광역시,영도구,보험/금융,0.42,0.4444
부산광역시,영도구,청소/환경미화,0.42,0.4444
부산광역시,영도구,IT장비/전산,0.385,0.4309
부산광역시,영도구,인쇄/홍보물,0.385,0.4309
부산광역시,영도구,행사/운영용역,0.385,0.4309
부산광역시,영도구,사무용품/소모품,0.385,0.4309
부산광역시,영도구,기타/미분류,0.385,0.4309
부산광역시,영도구,급식/식자재,0.387,0.289
부산광역시,영도구,교육물품/교구,0.257,0.2414
부산광역시,중구,의료/복지용품,0.323,0.6809
부산광역시,중구,폐기물/환경,0.435,0.6608
부산광역시,중구,조경/녹지관리,0.435,0.6608
부산광역시,중구,방역/소독,0.565,0.56
부산광역시,중구,시설유지보수,0.42,0.4444
부산광역시,중구,차량/운송,0.42,0.4444
부산광역시,중구,전문용역/컨설팅,0.42,0.4444
부산광역시,중구,경비/보안,0.42,0.4444
부산광역시,중구,건설/공사,0.42,0.4444
부산광역시,중구,급수/전기/설비,0.42,0.4444
부산광역시,중구,보험/금융,0.42,0.4444
부산광역시,중구,청소/환경미화,0.42,0.4444
부산광역시,중구,IT장비/전산,0.385,0.4309
부산광역시,중구,인쇄/홍보물,0.385,0.4309
부산광역시,중구,행사/운영용역,0.385,0.4309
부산광역시,중구,사무용품/소모품,0.385,0.4309
부산광역시,중구,기타/미분류,0.385,0.4309
부산광역시,중구,급식/식자재,0.387,0.289
부산광역시,중구,교육물품/교구,0.257,0.2414
부산광역시,해운대구,의료/복지용품,0.323,0.6809
부산광역시,해운대구,폐기물/환경,0.435,0.6608
부산광역시,해운대구,조경/녹지관리,0.435,0.6608
부산광역시,해운대구,방역/소독,0.565,0.56
부산광역시,해운대구,시설유지보수,0.42,0.4444
부산광역시,해운대구,차량/운송,0.42,0.4444
부산광역시,해운대구,전문용역/컨설팅,0.42,0.4444
부산광역시,해운대구,경비/보안,0.42,0.4444
부산광역시,해운대구,건설/공사,0.42,0.4444
부산광역시,해운대구,급수/전기/설비,0.42,0.4444
부산광역시,해운대구,보험/금융,0.42,0.4444
부산광역시,해운대구,청소/환경미화,0.42,0.4444
부산광역시,해운대구,IT장비/전산,0.385,0.4309
부산광역시,해운대구,인쇄/홍보물,0.385,0.4309
부산광역시,해운대구,행사/운영용역,0.385,0.4309
부산광역시,해운대구,사무용품/소모품,0.385,0.4309
부산광역시,해운대구,기타/미분류,0.385,0.4309
부산광역시,해운대구,급식/식자재,0.387,0.289
부산광역시,해운대구,교육물품/교구,0.257,0.2414
서울특별시,강남구,IT장비/전산,0.44,0.878
서울특별시,강남구,인쇄/홍보물,0.44,0.878
서울특별시,강남구,행사/운영용역,0.44,0.878
서울특별시,강남구,사무용품/소모품,0.44,0.878
서울특별시,강남구,기타/미분류,0.44,0.878
서울특별시,강남구,시설유지보수,0.44,0.7222
서울특별시,강남구,차량/운송,0.44,0.7222
서울특별시,강남구,전문용역/컨설팅,0.44,0.7222
서울특별시,강남구,경비/보안,0.44,0.7222
서울특별시,강남구,건설/공사,0.44,0.7222
서울특별시,강남구,급수/전기/설비,0.44,0.7222
서울특별시,강남구,보험/금융,0.44,0.7222
서울특별시,강남구,청소/환경미화,0.44,0.7222
서울특별시,강남구,급식/식자재,0.445,0.6243
서울특별시,강남구,교육물품/교구,0.29,0.5259
서울특별시,강남구,의료/복지용품,0.27,0.3989
서울특별시,강남구,방역/소독,0.56,0.36
서울특별시,강남구,폐기물/환경,0.405,0.2203
서울특별시,강남구,조경/녹지관리,0.405,0.2203
서울특별시,강동구,IT장비/전산,0.44,0.878
서울특별시,강동구,인쇄/홍보물,0.44,0.878
서울특별시,강동구,행사/운영용역,0.44,0.878
서울특별시,강동구,사무용품/소모품,0.44,0.878
서울특별시,강동구,기타/미분류,0.44,0.878
서울특별시,강동구,시설유지보수,0.44,0.7222
서울특별시,강동구,차량/운송,0.44,0.7222
서울특별시,강동구,전문용역/컨설팅,0.44,0.7222
서울특별시,강동구,경비/보안,0.44,0.7222
서울특별시,강동구,건설/공사,0.44,0.7222
서울특별시,강동구,급수/전기/설비,0.44,0.7222
서울특별시,강동구,보험/금융,0.44,0.7222
서울특별시,강동구,청소/환경미화,0.44,0.7222
서울특별시,강동구,급식/식자재,0.445,0.6243
서울특별시,강동구,교육물품/교구,0.29,0.5259
서울특별시,강동구,의료/복지용품,0.27,0.3989
서울특별시,강동구,방역/소독,0.56,0.36
서울특별시,강동구,폐기물/환경,0.405,0.2203
서울특별시,강동구,조경/녹지관리,0.405,0.2203
서울특별시,강북구,IT장비/전산,0.44,0.878
서울특별시,강북구,인쇄/홍보물,0.44,0.878
서울특별시,강북구,행사/운영용역,0.44,0.878
서울특별시,강북구,사무용품/소모품,0.44,0.878
서울특별시,강북구,기타/미분류,0.44,0.878
서울특별시,강북구,시설유지보수,0.44,0.7222
서울특별시,강북구,차량/운송,0.44,0.7222
서울특별시,강북구,전문용역/컨설팅,0.44,0.7222
서울특별시,강북구,경비/보안,0.44,0.7222
서울특별시,강북구,건설/공사,0.44,0.7222
서울특별시,강북구,급수/전기/설비,0.44,0.7222
서울특별시,강북구,보험/금융,0.44,0.7222
서울특별시,강북구,청소/환경미화,0.44,0.7222
서울특별시,강북구,급식/식자재,0.445,0.6243
서울특별시,강북구,교육물품/교구,0.29,0.5259
서울특별시,강북구,의료/복지용품,0.27,0.3989
서울특별시,강북구,방역/소독,0.56,0.36
서울특별시,강북구,폐기물/환경,0.405,0.2203
서울특별시,강북구,조경/녹지관리,0.405,0.2203
서울특별시,강서구,IT장비/전산,0.44,0.878
서울특별시,강서구,인쇄/홍보물,0.44,0.878
서울특별시,강서구,행사/운영용역,0.44,0.878
서울특별시,강서구,사무용품/소모품,0.44,0.878
서울특별시,강서구,기타/미분류,0.44,0.878
서울특별시,강서구,시설유지보수,0.44,0.7222
서울특별시,강서구,차량/운송,0.44,0.7222
서울특별시,강서구,전문용역/컨설팅,0.44,0.7222
서울특별시,강서구,경비/보안,0.44,0.7222
서울특별시,강서구,건설/공사,0.44,0.7222
서울특별시,강서구,급수/전기/설비,0.44,0.7222
서울특별시,강서구,보험/금융,0.44,0.7222
서울특별시,강서구,청소/환경미화,0.44,0.7222
서울특별시,강서구,급식/식자재,0.445,0.6243
서울특별시,강서구,교육물품/교구,0.29,0.5259
서울특별시,강서구,의료/복지용품,0.27,0.3989
서울특별시,강서구,방역/소독,0.56,0.36
서울특별시,강서구,폐기물/환경,0.405,0.2203
서울특별시,강서구,조경/녹지관리,0.405,0.2203
서울특별시,관악구,IT장비/전산,0.44,0.878
서울특별시,관악구,인쇄/홍보물,0.44,0.878
서울특별시,관악구,행사/운영용역,0.44,0.878
서울특별시,관악구,사무용품/소모품,0.44,0.878
서울특별시,관악구,기타/미분류,0.44,0.878
서울특별시,관악구,시설유지보수,0.44,0.7222
서울특별시,관악구,차량/운송,0.44,0.7222
서울특별시,관악구,전문용역/컨설팅,0.44,0.7222
서울특별시,관악구,경비/보안,0.44,0.7222
서울특별시,관악구,건설/공사,0.44,0.7222
서울특별시,관악구,급수/전기/설비,0.44,0.7222
서울특별시,관악구,보험/금융,0.44,0.7222
서울특별시,관악구,청소/환경미화,0.44,0.7222
서울특별시,관악구,급식/식자재,0.445,0.6243
서울특별시,관악구,교육물품/교구,0.29,0.5259
서울특별시,관악구,의료/복지용품,0.27,0.3989
서울특별시,관악구,방역/소독,0.56,0.36
서울특별시,관악구,폐기물/환경,0.405,0.2203
서울특별시,관악구,조경/녹지관리,0.405,0.2203
서울특별시,광진구,IT장비/전산,0.44,0.878
서울특별시,광진구,인쇄/홍보물,0.44,0.878
서울특별시,광진구,행사/운영용역,0.44,0.878
서울특별시,광진구,사무용품/소모품,0.44,0.878
서울특별시,광진구,기타/미분류,0.44,0.878
서울특별시,광진구,시설유지보수,0.44,0.7222
서울특별시,광진구,차량/운송,0.44,0.7222
서울특별시,광진구,전문용역/컨설팅,0.44,0.7222
서울특별시,광진구,경비/보안,0.44,0.7222
서울특별시,광진구,건설/공사,0.44,0.7222
서울특별시,광진구,급수/전기/설비,0.44,0.7222
서울특별시,광진구,보험/금융,0.44,0.7222
서울특별시,광진구,청소/환경미화,0.44,0.7222
서울특별시,광진구,급식/식자재,0.445,0.6243
서울특별시,광진구,교육물품/교구,0.29,0.5259
서울특별시,광진구,의료/복지용품,0.27,0.3989
서울특별시,광진구,방역/소독,0.56,0.36
서울특별시,광진구,폐기물/환경,0.405,0.2203
서울특별시,광진구,조경/녹지관리,0.405,0.2203
서울특별시,구로구,IT장비/전산,0.44,0.878
서울특별시,구로구,인쇄/홍보물,0.44,0.878
서울특별시,구로구,행사/운영용역,0.44,0.878
서울특별시,구로구,사무용품/소모품,0.44,0.878
서울특별시,구로구,기타/미분류,0.44,0.878
서울특별시,구로구,시설유지보수,0.44,0.7222
서울특별시,구로구,차량/운송,0.44,0.7222
서울특별시,구로구,전문용역/컨설팅,0.44,0.7222
서울특별시,구로구,경비/보안,0.44,0.7222
서울특별시,구로구,건설/공사,0.44,0.7222
서울특별시,구로구,급수/전기/설비,0.44,0.7222
서울특별시,구로구,보험/금융,0.44,0.7222
서울특별시,구로구,청소/환경미화,0.44,0.7222
서울특별시,구로구,급식/식자재,0.445,0.6243
서울특별시,구로구,교육물품/교구,0.29,0.5259
서울특별시,구로구,의료/복지용품,0.27,0.3989
서울특별시,구로구,방역/소독,0.56,0.36
서울특별시,구로구,폐기물/환경,0.405,0.2203
서울특별시,구로구,조경/녹지관리,0.405,0.2203
서울특별시,금천구,IT장비/전산,0.44,0.878
서울특별시,금천구,인쇄/홍보물,0.44,0.878
서울특별시,금천구,행사/운영용역,0.44,0.878
서울특별시,금천구,사무용품/소모품,0.44,0.878
서울특별시,금천구,기타/미분류,0.44,0.878
서울특별시,금천구,시설유지보수,0.44,0.7222
서울특별시,금천구,차량/운송,0.44,0.7222
서울특별시,금천구,전문용역/컨설팅,0.44,0.7222
서울특별시,금천구,경비/보안,0.44,0.7222
서울특별시,금천구,건설/공사,0.44,0.7222
서울특별시,금천구,급수/전기/설비,0.44,0.7222
서울특별시,금천구,보험/금융,0.44,0.7222
서울특별시,금천구,청소/환경미화,0.44,0.7222
서울특별시,금천구,급식/식자재,0.445,0.6243
서울특별시,금천구,교육물품/교구,0.29,0.5259
서울특별시,금천구,의료/복지용품,0.27,0.3989
서울특별시,금천구,방역/소독,0.56,0.36
서울특별시,금천구,폐기물/환경,0.405,0.2203
서울특별시,금천구,조경/녹지관리,0.405,0.2203
서울특별시,노원구,IT장비/전산,0.44,0.878
서울특별시,노원구,인쇄/홍보물,0.44,0.878
서울특별시,노원구,행사/운영용역,0.44,0.878
서울특별시,노원구,사무용품/소모품,0.44,0.878
서울특별시,노원구,기타/미분류,0.44,0.878
서울특별시,노원구,시설유지보수,0.44,0.7222
서울특별시,노원구,차량/운송,0.44,0.7222
서울특별시,노원구,전문용역/컨설팅,0.44,0.7222
서울특별시,노원구,경비/보안,0.44,0.7222
서울특별시,노원구,건설/공사,0.44,0.7222
서울특별시,노원구,급수/전기/설비,0.44,0.7222
서울특별시,노원구,보험/금융,0.44,0.7222
서울특별시,노원구,청소/환경미화,0.44,0.7222
서울특별시,노원구,급식/식자재,0.445,0.6243
서울특별시,노원구,교육물품/교구,0.29,0.5259
서울특별시,노원구,의료/복지용품,0.27,0.3989
서울특별시,노원구,방역/소독,0.56,0.36
서울특별시,노원구,폐기물/환경,0.405,0.2203
서울특별시,노원구,조경/녹지관리,0.405,0.2203
서울특별시,도봉구,IT장비/전산,0.44,0.878
서울특별시,도봉구,인쇄/홍보물,0.44,0.878
서울특별시,도봉구,행사/운영용역,0.44,0.878
서울특별시,도봉구,사무용품/소모품,0.44,0.878
서울특별시,도봉구,기타/미분류,0.44,0.878
서울특별시,도봉구,시설유지보수,0.44,0.7222
서울특별시,도봉구,차량/운송,0.44,0.7222
서울특별시,도봉구,전문용역/컨설팅,0.44,0.7222
서울특별시,도봉구,경비/보안,0.44,0.7222
서울특별시,도봉구,건설/공사,0.44,0.7222
서울특별시,도봉구,급수/전기/설비,0.44,0.7222
서울특별시,도봉구,보험/금융,0.44,0.7222
서울특별시,도봉구,청소/환경미화,0.44,0.7222
서울특별시,도봉구,급식/식자재,0.445,0.6243
서울특별시,도봉구,교육물품/교구,0.29,0.5259
서울특별시,도봉구,의료/복지용품,0.27,0.3989
서울특별시,도봉구,방역/소독,0.56,0.36
서울특별시,도봉구,폐기물/환경,0.405,0.2203
서울특별시,도봉구,조경/녹지관리,0.405,0.2203
서울특별시,동대문구,IT장비/전산,0.44,0.878
서울특별시,동대문구,인쇄/홍보물,0.44,0.878
서울특별시,동대문구,행사/운영용역,0.44,0.878
서울특별시,동대문구,사무용품/소모품,0.44,0.878
서울특별시,동대문구,기타/미분류,0.44,0.878
서울특별시,동대문구,시설유지보수,0.44,0.7222
서울특별시,동대문구,차량/운송,0.44,0.7222
서울특별시,동대문구,전문용역/컨설팅,0.44,0.7222
서울특별시,동대문구,경비/보안,0.44,0.7222
서울특별시,동대문구,건설/공사,0.44,0.7222
서울특별시,동대문구,급수/전기/설비,0.44,0.7222
서울특별시,동대문구,보험/금융,0.44,0.7222
서울특별시,동대문구,청소/환경미화,0.44,0.7222
서울특별시,동대문구,급식/식자재,0.445,0.6243
서울특별시,동대문구,교육물품/교구,0.29,0.5259
서울특별시,동대문구,의료/복지용품,0.27,0.3989
서울특별시,동대문구,방역/소독,0.56,0.36
