school_name,city
대연초등학교,부산광역시
동일중앙초등학교,부산광역시
금강초등학교,부산광역시
금양초등학교,부산광역시
안락초등학교,부산광역시
개림중학교,부산광역시
초연중학교,부산광역시
개포초등학교,부산광역시
초읍초등학교,부산광역시
화신중학교,부산광역시
감전초등학교,부산광역시
서감초등학교,부산광역시
용수초등학교,부산광역시
동주여자중학교,부산광역시
해운대여자중학교,부산광역시
민안초등학교,부산광역시
해운대초등학교,부산광역시
을숙도초등학교,부산광역시
신덕초등학교,부산광역시
경덕여자고등학교,대구광역시
능인고등학교,대구광역시
달성고등학교,대구광역시
상인고등학교,대구광역시
성서고등학교,대구광역시
시지고등학교,대구광역시
와룡고등학교,대구광역시
협성고등학교,대구광역시
도원중학교,대구광역시
능인중학교,대구광역시
황금중학교,대구광역시
시지중학교,대구광역시
안심중학교,대구광역시
관천중학교,대구광역시
성광중학교,대구광역시
학남고등학교,대구광역시
호산고등학교,대구광역시
왕선중학교,대구광역시
학익여자고등학교,인천광역시
동일미래과학고등학교,광주광역시
숭의과학기술고등학교,광주광역시
삼각초등학교,광주광역시
숭의중학교,광주광역시
화정남초등학교,광주광역시
선창초등학교,광주광역시
첨단고등학교,광주광역시
유성고등학교,대전광역시
가수원중학교,대전광역시
구즉초등학교,대전광역시
구리여자고등학교,경기도
도당고등학교,경기도
사우고등학교,경기도
신일비즈니스고등학교,경기도
양명여자고등학교,경기도
양영디지털고등학교,경기도
여주고등학교,경기도
영복여자고등학교,경기도
일산고등학교,경기도
장호원고등학교,경기도
저동고등학교,경기도
청학고등학교,경기도
퇴계원고등학교,경기도
세경고등학교,경기도
평택여자고등학교,경기도
화수고등학교,경기도
조원고등학교,경기도
비전중학교,경기도
봉담고등학교,경기도
오남고등학교,경기도
장기고등학교,경기도
주문진고등학교,강원특별자치도
춘천기계공업고등학교,강원특별자치도
경포중학교,강원특별자치도
군산서초등학교,전라북도
남원노암초등학교,전라북도
순창초등학교,전라북도
무안고등학교,전라남도
여수화양고등학교,전라남도
여수해양과학고등학교,전라남도
해룡초등학교,전라남도
무선중학교,전라남도
여선중학교,전라남도
여수미평초등학교,전라남도
여수여문초등학교,전라남도
여수종고초등학교,전라남도
백수초등학교,전라남도
법성포초등학교,전라남도
화순제일중학교,전라남도
여천중학교,전라남도
김해건설공업고등학교,경상남도
김해경원고등학교,경상남도
김해고등학교,경상남도
김해한일여자고등학교,경상남도
마산가포고등학교,경상남도
마산삼진고등학교,경상남도
삼천포공업고등학교,경상남도
양산고등학교,경상남도
진주동명고등학교,경상남도
진해고등학교,경상남도
진해여자고등학교,경상남도
창신고등학교,경상남도
창원기계공업고등학교,경상남도
창원명지여자고등학교,경상남도
합포고등학교,경상남도
김해서중학교,경상남도
경운초등학교,경상남도
김해봉황초등학교,경상남도
김해부곡초등학교,경상남도
김해활천초등학교,경상남도
임호초등학교,경상남도
광려초등학교,경상남도
삼현여자중학교,경상남도
사파중학교,경상남도
웅남초등학교,경상남도
유영초등학교,경상남도
김해은혜학교,경상남도
백동초등학교,경상남도
김해분성고등학교,경상남도
마산내서여자고등학교,경상남도
김해신명초등학교,경상남도
북정초등학교,경상남도
경상국립대학교사범대학부설고등학교,경상남도
정원초등학교,부산광역시
가고파초등학교,경상남도
수완하나중학교,광주광역시
오션초등학교,부산광역시
도래울고등학교,경기도
고양동산고등학교,경기도
위례한빛고등학교,경기도
미사강변초등학교,경기도
풍천풍서초등학교,경상북도
새론중학교,대구광역시
여수송현초등학교,전라남도
비슬고등학교,대구광역시
신아중학교,대구광역시
물금중학교,경상남도
청림중학교,경기도
한민고등학교,경기도
명일초등학교,부산광역시
해빛초등학교,부산광역시
증산고등학교,경상남도
봉선중학교,광주광역시
창문여자고등학교,서울특별시
경희고등학교,서울특별시
공항고등학교,서울특별시
구일고등학교,서울특별시
장훈고등학교,서울특별시
선린인터넷고등학교,서울특별시
대치중학교,서울특별시
인헌중학교,서울특별시
숭실중학교,서울특별시
영훈국제중학교,서울특별시
한강중학교,서울특별시
금샘고등학교,부산광역시
낙동고등학교,부산광역시
덕문고등학교,부산광역시
동래여자고등학교,부산광역시
동래원예고등학교,부산광역시
삼정고등학교,부산광역시
동명공업고등학교,부산광역시
세정고등학교,부산광역시
만덕고등학교,부산광역시
한얼고등학교,부산광역시
영도여자고등학교,부산광역시
혜광고등학교,부산광역시
석포여자중학교,부산광역시
연포초등학교,부산광역시
동래여자중학교,부산광역시
사직여자중학교,부산광역시
유락여자중학교,부산광역시
장전중학교,부산광역시
가야여자중학교,부산광역시
모동중학교,부산광역시
연제중학교,부산광역시
당감초등학교,부산광역시
주례초등학교,부산광역시
토현초등학교,부산광역시
용수중학교,부산광역시
주감중학교,부산광역시
구학초등학교,부산광역시
금창초등학교,부산광역시
녹명초등학교,부산광역시
대천리초등학교,부산광역시
덕두초등학교,부산광역시
덕상초등학교,부산광역시
동궁초등학교,부산광역시
모덕초등학교,부산광역시
모라초등학교,부산광역시
주학초등학교,부산광역시
다송중학교,부산광역시
영도제일중학교,부산광역시
하단중학교,부산광역시
망미중학교,부산광역시
반여중학교,부산광역시
반산초등학교,부산광역시
반여초등학교,부산광역시
배산초등학교,부산광역시
해강초등학교,부산광역시
해림초등학교,부산광역시
신덕중학교,부산광역시
보림초등학교,부산광역시
양동여자중학교,부산광역시
오륙도중학교,부산광역시
성광고등학교,대구광역시
정동고등학교,대구광역시
덕화중학교,대구광역시
복현중학교,대구광역시
도원고등학교,대구광역시
함지고등학교,대구광역시
산곡여자중학교,인천광역시
신송고등학교,인천광역시
마전중학교,인천광역시
동아여자고등학교,광주광역시
서강중학교,광주광역시
각화초등학교,광주광역시
동아여자중학교,광주광역시
유안초등학교,광주광역시
조봉초등학교,광주광역시
풍영초등학교,광주광역시
송광중학교,광주광역시
수문초등학교,광주광역시
운리중학교,광주광역시
큰별초등학교,광주광역시
한밭여자중학교,대전광역시
한밭중학교,대전광역시
회덕중학교,대전광역시
신탄진초등학교,대전광역시
회덕초등학교,대전광역시
진잠중학교,대전광역시
가수원초등학교,대전광역시
외삼초등학교,대전광역시
광명북고등학교,경기도
권선고등학교,경기도
매향여자정보고등학교,경기도
백마고등학교,경기도
성남테크노과학고등학교,경기도
분당아람고등학교,경기도
성문고등학교,경기도
세원고등학교,경기도
소사고등학교,경기도
송현고등학교,경기도
수내고등학교,경기도
수원정보과학고등학교,경기도
심석고등학교,경기도
안산동산고등학교,경기도
안산디자인문화고등학교,경기도
여주자영농업고등학교,경기도
영생고등학교,경기도
우성고등학교,경기도
원곡고등학교,경기도
원미고등학교,경기도
원종고등학교,경기도
의정부여자고등학교,경기도
태장고등학교,경기도
토평고등학교,경기도
수원하이텍고등학교,경기도
평택고등학교,경기도
효원고등학교,경기도
탄벌중학교,경기도
영복여자중학교,경기도
율현중학교,경기도
이목중학교,경기도
세교중학교,경기도
평택여자중학교,경기도
평택중학교,경기도
한광여자중학교,경기도
돌마고등학교,경기도
부용고등학교,경기도
성남외국어고등학교,경기도
성사고등학교,경기도
대지고등학교,경기도
매원고등학교,경기도
복정고등학교,경기도
이충고등학교,경기도
진접고등학교,경기도
장성여자고등학교,강원특별자치도
군산중앙중학교,전라북도
군산금광초등학교,전라북도
군산문화초등학교,전라북도
군산지곡초등학교,전라북도
남원중앙초등학교,전라북도
전주온고을중학교,전라북도
여천고등학교,전라남도
영광공업고등학교,전라남도
목포여자중학교,전라남도
삼향초등학교,전라남도
여수구봉중학교,전라남도
여수아리울중학교,전라남도
충덕중학교,전라남도
무선초등학교,전라남도
소호초등학교,전라남도
시전초등학교,전라남도
여수서초등학교,전라남도
여수신월초등학교,전라남도
여수양지초등학교,전라남도
영광옥당중학교,전라남도
함평중학교,전라남도
해남동초등학교,전라남도
용정중학교,전라남도
안심초등학교,전라남도
영주제일고등학교,경상북도
안동영호초등학교,경상북도
김해가야고등학교,경상남도
삼천포고등학교,경상남도
웅상고등학교,경상남도
진주기계공업고등학교,경상남도
진주여자고등학교,경상남도
가야중학교,경상남도
신어중학교,경상남도
월산중학교,경상남도
한얼중학교,경상남도
김해동광초등학교,경상남도
삼문초등학교,경상남도
신어초등학교,경상남도
주석초등학교,경상남도
진영대창초등학교,경상남도
사천여자중학교,경상남도
진주중앙중학교,경상남도
진주중학교,경상남도
장재초등학교,경상남도
촉석초등학교,경상남도
경화초등학교,경상남도
반림중학교,경상남도
창원상남초등학교,경상남도
계동초등학교,경상남도
마산중앙초등학교,경상남도
석봉초등학교,경상남도
광려중학교,경상남도
용원중학교,경상남도
달산초등학교,부산광역시
신호중학교,부산광역시
모전중학교,부산광역시
월암중학교,대구광역시
신용중학교,광주광역시
효천중학교,광주광역시
세교고등학교,경기도
성복고등학교,경기도
호매실고등학교,경기도
석산초등학교,경상남도
김해제일고등학교,경상남도
김해율하고등학교,경상남도
가동초등학교,부산광역시
수남중학교,경상남도
수원칠보고등학교,경기도
이의고등학교,경기도
옥길산들초등학교,경기도
갈매고등학교,경기도
나산실용예술중학교,전라남도
가촌초등학교,경상남도
고실중학교,광주광역시
남양주다산고등학교,경기도
일광중학교,부산광역시
오션중학교,부산광역시
은하수초등학교,경상남도
창원북면고등학교,경상남도
내성고등학교,부산광역시
풍암중학교,광주광역시
옥구초등학교,전라북도
망상초등학교,강원특별자치도
장서초등학교,부산광역시
내리초등학교,부산광역시
숭덕여자고등학교,인천광역시
검단중학교,인천광역시
화성고등학교,경기도
철원고등학교,강원특별자치도
정주고등학교,전라북도
마산제일고등학교,경상남도
봉림초등학교,경상남도
전안초등학교,경상남도
의창초등학교,경상남도
신광여자고등학교,서울특별시
여의도고등학교,서울특별시
원촌중학교,서울특별시
강일중학교,서울특별시
한성여자중학교,서울특별시
은평고등학교,서울특별시
금정고등학교,부산광역시
동아공업고등학교,부산광역시
문현여자고등학교,부산광역시
배정미래고등학교,부산광역시
분포중학교,부산광역시
성동중학교,부산광역시
동래중학교,부산광역시
안락중학교,부산광역시
남일중학교,부산광역시
학산여자중학교,부산광역시
광무여자중학교,부산광역시
동평여자중학교,부산광역시
거학초등학교,부산광역시
동원초등학교,부산광역시
연미초등학교,부산광역시
구포중학교,부산광역시
덕포여자중학교,부산광역시
동주중학교,부산광역시
모라중학교,부산광역시
엄궁중학교,부산광역시
학장중학교,부산광역시
구남초등학교,부산광역시
덕양초등학교,부산광역시
주감초등학교,부산광역시
창진초등학교,부산광역시
다대중학교,부산광역시
사하중학교,부산광역시
장림여자중학교,부산광역시
초장중학교,부산광역시
송도초등학교,부산광역시
재송여자중학교,부산광역시
재송중학교,부산광역시
망미초등학교,부산광역시
명진중학교,부산광역시
금샘초등학교,부산광역시
대서중학교,대구광역시
범물중학교,대구광역시
매호중학교,대구광역시
입석중학교,대구광역시
관음중학교,대구광역시
평리중학교,대구광역시
학남중학교,대구광역시
동변중학교,대구광역시
노변중학교,대구광역시
계산여자고등학교,인천광역시
재능고등학교,인천광역시
문일여자고등학교,인천광역시
영종중학교,인천광역시
인성초등학교,인천광역시
부원중학교,인천광역시
부평서중학교,인천광역시
임학중학교,인천광역시
옥련여자고등학교,인천광역시
광일고등학교,광주광역시
금파공업고등학교,광주광역시
일곡중학교,광주광역시
조선대학교부속중학교,광주광역시
동림초등학교,광주광역시
살레시오초등학교,광주광역시
일곡초등학교,광주광역시
주월중학교,광주광역시
봉산중학교,광주광역시
빛고을초등학교,광주광역시
대자중학교,광주광역시
월봉중학교,광주광역시
동방고등학교,대전광역시
신탄중앙중학교,대전광역시
동방여자중학교,대전광역시
유성중학교,대전광역시
유성초등학교,대전광역시
진잠초등학교,대전광역시
광동고등학교,경기도
능곡고등학교,경기도
부명고등학교,경기도
성호고등학교,경기도
수택고등학교,경기도
일산대진고등학교,경기도
풍덕고등학교,경기도
신한중학교,경기도
운천고등학교,경기도
동막초등학교,경기도
용인홍천고등학교,경기도
황지고등학교,강원특별자치도
함태중학교,강원특별자치도
군산나운초등학교,전라북도
나주고등학교,전라남도
장성하이텍고등학교,전라남도
함평골프고등학교,전라남도
담양여자중학교,전라남도
수북초등학교,전라남도
영암낭주중학교,전라남도
독천초등학교,전라남도
완도여자중학교,전라남도
명신고등학교,경상남도
삼천포중앙고등학교,경상남도
진주고등학교,경상남도
창원남고등학교,경상남도
창원남산고등학교,경상남도
영운초등학교,경상남도
물금초등학교,경상남도
진주남중학교,경상남도
도동초등학교,경상남도
진해남중학교,경상남도
김해삼계중학교,경상남도
창원봉림고등학교,경상남도
서창중학교,경상남도
김해대곡중학교,경상남도
개양중학교,경상남도
삼정자중학교,경상남도
태봉고등학교,경상남도
도리초등학교,제주특별자치도
청북고등학교,경기도
세미초등학교,경기도
판교고등학교,경기도
덕이고등학교,경기도
양산희망학교,경상남도
관동초등학교,경상남도
청계중학교,경기도
윤슬중학교,경기도
유가중학교,대구광역시
김해모산중학교,경상남도
무안행복중학교,전라남도
예울초등학교,전라남도
동삭중학교,경기도
정의여자중학교,서울특별시
조선대학교여자중학교,광주광역시
득량남초등학교,전라남도
통진고등학교,경기도
창원신월고등학교,경상남도
묵호중학교,강원특별자치도
고흥도화고등학교,전라남도
초량초등학교,부산광역시
거제여자중학교,부산광역시
좌동초등학교,부산광역시
호남삼육고등학교,광주광역시
옥과중학교,전라남도
충렬여자고등학교,경상남도
팔룡초등학교,경상남도
한려초등학교,경상남도
창원천광학교,경상남도
면목고등학교,서울특별시
양천중학교,서울특별시
중화중학교,서울특별시
태릉중학교,서울특별시
당곡중학교,서울특별시
신현고등학교,서울특별시
장안제일고등학교,부산광역시
부곡여자중학교,부산광역시
여명중학교,부산광역시
개금여자중학교,부산광역시
덕천중학교,부산광역시
만덕중학교,부산광역시
주례중학교,부산광역시
화명중학교,부산광역시
대신여자중학교,부산광역시
당리중학교,부산광역시
태종대중학교,부산광역시
하단초등학교,부산광역시
효림초등학교,부산광역시
광안중학교,부산광역시
한바다중학교,부산광역시
대건중학교,대구광역시
월배중학교,대구광역시
팔달중학교,대구광역시
부광고등학교,인천광역시
부광여자고등학교,인천광역시
부평공업고등학교,인천광역시
선인고등학교,인천광역시
인성여자고등학교,인천광역시
계산여자중학교,인천광역시
산곡남중학교,인천광역시
무등중학교,광주광역시
용봉중학교,광주광역시
일신초등학교,광주광역시
정광중학교,광주광역시
대촌중앙초등학교,광주광역시
산월초등학교,광주광역시
첨단초등학교,광주광역시
대반초등학교,광주광역시
광림초등학교,광주광역시
일신중학교,광주광역시
유덕중학교,광주광역시
진제초등학교,광주광역시
망월초등학교,경기도
수내초등학교,경기도
문원초등학교,경기도
의정부호동초등학교,경기도
안화고등학교,경기도
솔빛중학교,경기도
보평초등학교,경기도
묵호고등학교,강원특별자치도
명주초등학교,강원특별자치도
남원도통초등학교,전라북도
봉서중학교,전라북도
담양고등학교,전라남도
벌교여자고등학교,전라남도
담양고서중학교,전라남도
담양수북중학교,전라남도
한재중학교,전라남도
고서초등학교,전라남도
담양동초등학교,전라남도
목포남초등학교,전라남도
목포유달초등학교,전라남도
목포중앙초등학교,전라남도
영광군남중학교,전라남도
영광홍농중학교,전라남도
완도중학교,전라남도
목포인성학교,전라남도
한국국제통상마이스터고등학교,경상북도
영광여자고등학교,경상북도
하양여자고등학교,경상북도
경산압량초등학교,경상북도
안동송현초등학교,경상북도
경산과학고등학교,경상북도
마산중앙고등학교,경상남도
의령여자고등학교,경상남도
창원사파고등학교,경상남도
창원여자고등학교,경상남도
함양고등학교,경상남도
마산삼진중학교,경상남도
노산초등학교,경상남도
물금동아중학교,경상남도
제황초등학교,경상남도
사화초등학교,경상남도
삽량초등학교,경상남도
수양초등학교,경상남도
봉개초등학교,제주특별자치도
선운중학교,광주광역시
송양고등학교,경기도
창원과학고등학교,경상남도
조암중학교,대구광역시
청아초등학교,경기도
역동초등학교,경기도
다산한강초등학교,경기도
창원동백학교,경상남도
이솔고등학교,경기도
원묵중학교,서울특별시
능허대중학교,인천광역시
송정동초등학교,광주광역시
치평초등학교,광주광역시
수주고등학교,경기도
구림공업고등학교,전라남도
여수부영초등학교,전라남도
동해해솔학교,강원특별자치도
금명중학교,부산광역시
한국원자력마이스터고등학교,경상북도
예람중학교,강원특별자치도
상명초등학교,서울특별시
화명초등학교,부산광역시
대인고등학교,인천광역시
신성고등학교,경기도
석전초등학교,경상남도
진명여자중학교,경상남도
광도초등학교,경상남도
통영초등학교,경상남도
명곡초등학교,경상남도
장복초등학교,경상남도
미성중학교,서울특별시
원묵고등학교,서울특별시
문정고등학교,서울특별시
남산고등학교,부산광역시
대양고등학교,부산광역시
데레사여자고등학교,부산광역시
남천중학교,부산광역시
문현여자중학교,부산광역시
낙동중학교,부산광역시
주례여자중학교,부산광역시
남도여자중학교,부산광역시
다선중학교,부산광역시
양운중학교,부산광역시
양운초등학교,부산광역시
분포고등학교,부산광역시
경상공업고등학교,대구광역시
다사고등학교,대구광역시
영진고등학교,대구광역시
이곡중학교,대구광역시
효성중학교,대구광역시
동촌중학교,대구광역시
소선여자중학교,대구광역시
서재중학교,대구광역시
서운고등학교,인천광역시
박문여자고등학교,인천광역시
만성중학교,인천광역시
계산중학교,인천광역시
부평동중학교,인천광역시
부평중학교,인천광역시
산곡중학교,인천광역시
제물포중학교,인천광역시
안남고등학교,인천광역시
작전고등학교,인천광역시
부개고등학교,인천광역시
석정중학교,인천광역시
신송중학교,인천광역시
서진여자고등학교,광주광역시
문흥중앙초등학교,광주광역시
오치초등학교,광주광역시
상무중학교,광주광역시
염주초등학교,광주광역시
정암초등학교,광주광역시
풍암초등학교,광주광역시
운리초등학교,광주광역시
남목고등학교,울산광역시
경민고등학교,경기도
동안고등학교,경기도
동원동우고등학교,경기도
서해고등학교,경기도
수원여자고등학교,경기도
안산공업고등학교,경기도
평촌고등학교,경기도
한국조리과학고등학교,경기도
화홍고등학교,경기도
덕풍초등학교,경기도
탄벌초등학교,경기도
풍무중학교,경기도
백현중학교,경기도
수내중학교,경기도
초림초등학교,경기도
송원중학교,경기도
수원신곡초등학교,경기도
죽전중학교,경기도
고림초등학교,경기도
민락중학교,경기도
충의중학교,경기도
현화초등학교,경기도
나곡초등학교,경기도
상우고등학교,경기도
용인신촌중학교,경기도
용인신촌초등학교,경기도
고양일고등학교,경기도
청덕중학교,경기도
매여울초등학교,경기도
보평중학교,경기도
판교초등학교,경기도
덕풍중학교,경기도
능동고등학교,경기도
한국항공고등학교,강원특별자치도
황지중학교,강원특별자치도
태서초등학교,강원특별자치도
황지초등학교,강원특별자치도
태백라온학교,강원특별자치도
청암학교,충청북도
금산산업고등학교,충청남도
장수고등학교,전라북도
상관초등학교,전라북도
법성고등학교,전라남도
성전고등학교,전라남도
송지고등학교,전라남도
영산성지고등학교,전라남도
한국바둑고등학교,전라남도
호남원예고등학교,전라남도
구례중학교,전라남도
담양중학교,전라남도
창평중학교,전라남도
담양남초등학교,전라남도
목포임성초등학교,전라남도
보성회천중학교,전라남도
완도초등학교,전라남도
여수여명학교,전라남도
금오공업고등학교,경상북도
도개고등학교,경상북도
영남삼육고등학교,경상북도
예일메디텍고등학교,경상북도
한국철도고등학교,경상북도
진량고등학교,경상북도
포항중앙여자고등학교,경상북도
마산고등학교,경상남도
마산구암고등학교,경상남도
사천고등학교,경상남도
삼천포여자고등학교,경상남도
창원중앙여자고등학교,경상남도
통영여자고등학교,경상남도
김해외동초등학교,경상남도
마산동중학교,경상남도
마산서중학교,경상남도
마산중앙중학교,경상남도
정촌초등학교,경상남도
안남중학교,경상남도
웅남중학교,경상남도
팔룡중학교,경상남도
유목초등학교,경상남도
통영중학교,경상남도
벽방초등학교,경상남도
칠원초등학교,경상남도
주약초등학교,경상남도
석동초등학교,경상남도
안골포중학교,경상남도
양산남부고등학교,경상남도
명도초등학교,경상남도
창원토월고등학교,경상남도
서귀포대신중학교,제주특별자치도
예래초등학교,제주특별자치도
경인교육대학교부설초등학교,인천광역시
모락고등학교,경기도
솔터초등학교,경기도
가운고등학교,경기도
운유초등학교,경기도
배곧라온초등학교,경기도
감계초등학교,경상남도
동탄중앙초등학교,경기도
한백고등학교,경기도
화성청계초등학교,경기도
운양고등학교,경기도
새본리중학교,대구광역시
한백중학교,경기도
아인초등학교,경기도
창의고등학교,경기도
매양중학교,경기도
가내초등학교,경기도
다온초등학교,경기도
강빛중학교,서울특별시
감일고등학교,경기도
글빛초등학교,경기도
와우고등학교,경기도
중화고등학교,서울특별시
명진고등학교,광주광역시
문정초등학교,광주광역시
안양고등학교,경기도
동해상업고등학교,강원특별자치도
설악초등학교,강원특별자치도
낙성초등학교,전라남도
상주공업고등학교,경상북도
남항초등학교,부산광역시
묵호초등학교,강원특별자치도
개금고등학교,부산광역시
장흥고등학교,전라남도
동국대학교사범대학부속고등학교,서울특별시
남부민초등학교,부산광역시
운송초등학교,부산광역시
부평고등학교,인천광역시
인하대학교사범대학부속고등학교,인천광역시
관교중학교,인천광역시
은혜학교,광주광역시
광양제철고등학교,전라남도
포항영신고등학교,경상북도
진영대흥초등학교,경상남도
현동초등학교,경상남도
사파초등학교,경상남도
경동고등학교,서울특별시
광영여자고등학교,서울특별시
구로고등학교,서울특별시
덕성여자고등학교,서울특별시
동북고등학교,서울특별시
숭실고등학교,서울특별시
한강미디어고등학교,서울특별시
한양대학교사범대학부속고등학교,서울특별시
신구중학교,서울특별시
이수중학교,서울특별시
아주중학교,서울특별시
천호중학교,서울특별시
목동중학교,서울특별시
목일중학교,서울특별시
성재중학교,서울특별시
염창중학교,서울특별시
양화중학교,서울특별시
국사봉중학교,서울특별시
중앙대학교사범대학부속중학교,서울특별시
불암중학교,서울특별시
상계제일중학교,서울특별시
연북중학교,서울특별시
건국대학교사범대학부속중학교,서울특별시
자양중학교,서울특별시
수송중학교,서울특별시
누원고등학교,서울특별시
등촌고등학교,서울특별시
목운중학교,서울특별시
가야고등학교,부산광역시
동의고등학교,부산광역시
동항중학교,부산광역시
동항초등학교,부산광역시
범일초등학교,부산광역시
사직중학교,부산광역시
금양중학교,부산광역시
부전초등학교,부산광역시
해동중학교,부산광역시
기장중학교,부산광역시
동수영중학교,부산광역시
동아중학교,부산광역시
삼어초등학교,부산광역시
대건고등학교,대구광역시
효성여자고등학교,대구광역시
칠곡중학교,대구광역시
침산중학교,대구광역시
강화고등학교,인천광역시
강화여자고등학교,인천광역시
계산공업고등학교,인천광역시
계양고등학교,인천광역시
부개여자고등학교,인천광역시
문곡고등학교,인천광역시
부평여자고등학교,인천광역시
연수고등학교,인천광역시
연수여자고등학교,인천광역시
영종국제물류고등학교,인천광역시
정석항공과학고등학교,인천광역시
제일고등학교,인천광역시
학익고등학교,인천광역시
용현여자중학교,인천광역시
용현중학교,인천광역시
구월중학교,인천광역시
검암중학교,인천광역시
명현중학교,인천광역시
부광중학교,인천광역시
부원여자중학교,인천광역시
신현여자중학교,인천광역시
가림고등학교,인천광역시
작전여자고등학교,인천광역시
삼산중학교,인천광역시
두암중학교,광주광역시
치평중학교,광주광역시
금부초등학교,광주광역시
목련초등학교,광주광역시
봉선초등학교,광주광역시
송정서초등학교,광주광역시
송정중앙초등학교,광주광역시
새일초등학교,대전광역시
대송고등학교,울산광역시
온남초등학교,울산광역시
무룡중학교,울산광역시
화진중학교,울산광역시
미포초등학교,울산광역시
가평고등학교,경기도
경민비즈니스고등학교,경기도
과천고등학교,경기도
구리고등학교,경기도
남한고등학교,경기도
대평고등학교,경기도
동두천고등학교,경기도
동두천중앙고등학교,경기도
동화고등학교,경기도
부천정보산업고등학교,경기도
송산고등학교,경기도
수일고등학교,경기도
안산고등학교,경기도
안양공업고등학교,경기도
여주제일고등학교,경기도
이천고등학교,경기도
장안고등학교,경기도
정발고등학교,경기도
태성고등학교,경기도
하남고등학교,경기도
효명고등학교,경기도
광동중학교,경기도
심석중학교,경기도
내정중학교,경기도
불곡중학교,경기도
태평중학교,경기도
당촌초등학교,경기도
불곡초등학교,경기도
성남매송초등학교,경기도
성남미금초등학교,경기도
수진초등학교,경기도
중탑초등학교,경기도
매향중학교,경기도
수원중학교,경기도
수일중학교,경기도
곡반초등학교,경기도
매탄초등학교,경기도
명인초등학교,경기도
본오중학교,경기도
공도초등학교,경기도
안양부흥중학교,경기도
구갈중학교,경기도
성복중학교,경기도
수지중학교,경기도
이현중학교,경기도
정평중학교,경기도
남곡초등학교,경기도
어정초등학교,경기도
청곡초등학교,경기도
현화중학교,경기도
동학중학교,경기도
봉담중학교,경기도
동탄초등학교,경기도
봉담초등학교,경기도
시흥고등학교,경기도
망포중학교,경기도
구미중학교,경상북도
천천고등학교,경기도
인덕원고등학교,경기도
평내고등학교,경기도
보정고등학교,경기도
풍무고등학교,경기도
봉일천고등학교,경기도
성남정자초등학교,경기도
용인대덕중학교,경기도
손곡중학교,경기도
팔달초등학교,경기도
늘푸른중학교,경기도
용인백현고등학교,경기도
용인초당초등학교,경기도
현암고등학교,경기도
상촌중학교,경기도
기산중학교,경기도
화성동화중학교,경기도
도촌중학교,경기도
푸른초등학교,경기도
향남중학교,경기도
용이초등학교,경기도
문시중학교,경기도
원덕고등학교,강원특별자치도
주문진중학교,강원특별자치도
청대초등학교,강원특별자치도
청호초등학교,강원특별자치도
상장중학교,강원특별자치도
세연중학교,강원특별자치도
미동초등학교,강원특별자치도
상장초등학교,강원특별자치도
함태초등학교,강원특별자치도
금산중앙초등학교,충청남도
무주고등학교,전라북도
백화고등학교,전라북도
완주고등학교,전라북도
장수중학교,전라북도
벌교고등학교,전라남도
영산포초등학교,전라남도
무안북중학교,전라남도
법성중학교,전라남도
성지송학중학교,전라남도
불갑초등학교,전라남도
장성백암중학교,전라남도
장성중앙초등학교,전라남도
경산고등학교,경상북도
한국미래산업고등학교,경상북도
한국국제조리고등학교,경상북도
영광여자중학교,경상북도
금남고등학교,경상남도
마산여자고등학교,경상남도
사천여자고등학교,경상남도
선명여자고등학교,경상남도
진주외국어고등학교,경상남도
창원중앙고등학교,경상남도
칠원고등학교,경상남도
통영고등학교,경상남도
영운중학교,경상남도
장유중학교,경상남도
삼방초등학교,경상남도
북성초등학교,경상남도
산호초등학교,경상남도
합성초등학교,경상남도
합포초등학교,경상남도
삼천포여자중학교,경상남도
양산중앙중학교,경상남도
웅상중학교,경상남도
선학초등학교,경상남도
진해중학교,경상남도
창덕중학교,경상남도
대암초등학교,경상남도
충무중학교,경상남도
두룡초등학교,경상남도
창원명곡고등학교,경상남도
안민중학교,경상남도
안골포초등학교,경상남도
지리산고등학교,경상남도
진해용원고등학교,경상남도
통영중앙중학교,경상남도
활천중학교,경상남도
사계초등학교,제주특별자치도
구미전자공업고등학교,경상북도
선사고등학교,서울특별시
서정고등학교,경기도
가현초등학교,경기도
광교고등학교,경기도
은여울초등학교,경기도
청수초등학교,경기도
위례한빛중학교,경기도
태성초등학교,경기도
곡정초등학교,경기도
김해임호고등학교,경상남도
무동초등학교,경상남도
창원한들초등학교,경상남도
다솔초등학교,경기도
약사고등학교,울산광역시
미사중학교,경기도
용인삼계고등학교,경기도
김포호수초등학교,경기도
한다사중학교,경상남도
청목초등학교,경기도
평택이화초등학교,경기도
별가람고등학교,경기도
미사강변고등학교,경기도
미사초등학교,경기도
가온초등학교,경기도
윤슬초등학교,경기도
방교중학교,경기도
방교초등학교,경기도
샘말초등학교,경기도
다원중학교,경기도
한율초등학교,경기도
광교호수초등학교,경기도
진해신항중학교,경상남도
용죽초등학교,경기도
고헌초등학교,울산광역시
배곧해솔중학교,경기도
항동중학교,서울특별시
안산해솔초등학교,경기도
광교호수중학교,경기도
회야초등학교,경상남도
처인고등학교,경기도
민세중학교,경기도
천일중학교,서울특별시
문흥중학교,광주광역시
진남중학교,광주광역시
청암초등학교,경기도
노형초등학교,제주특별자치도
영평초등학교,제주특별자치도
선예학교,광주광역시
성도고등학교,부산광역시
동해중앙초등학교,강원특별자치도
대포초등학교,강원특별자치도
